#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">Jury</h1>  <p align="center"> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/pyversions/jury" alt="Python versions"></a> <a href="https://pepy.tech/project/jury"><img src="https://pepy.tech/badge/jury" alt="downloads"></a> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/v/jury?
1-1	0-1	<	*[523]|*[775]	SOFTWARE[523]|SOFTWARE[775]
14-51	6795-6811	white\_check\_mark	*[775]	SOFTWARE[775]
14-52	6811-6812	:	*[775]	SOFTWARE[775]
14-53	6813-6818	means	*[775]	SOFTWARE[775]
14-54	6819-6823	that	*[775]	SOFTWARE[775]
14-55	6824-6828	this	*[775]	SOFTWARE[775]
14-56	6829-6835	metric	*[775]	SOFTWARE[775]
14-57	6836-6838	is	*[775]	SOFTWARE[775]
14-58	6839-6848	supported	*[775]	SOFTWARE[775]
14-59	6849-6850	(	*[775]	SOFTWARE[775]
14-60	6850-6853	for	*[775]	SOFTWARE[775]
14-61	6854-6858	Jury	*[775]	SOFTWARE[775]
14-62	6859-6866	through	*[775]	SOFTWARE[775]
14-63	6867-6870	the	*[775]	SOFTWARE[775]
14-64	6871-6872	`	*[775]	SOFTWARE[775]
14-65	6872-6880	evaluate	*[775]	SOFTWARE[775]
14-66	6880-6881	`	*[775]	SOFTWARE[775]
14-67	6881-6882	)	*[775]	SOFTWARE[775]
14-68	6882-6883	,	*[775]	SOFTWARE[775]
14-69	6884-6886	so	*[775]	SOFTWARE[775]
14-70	6887-6891	that	*[775]	SOFTWARE[775]
14-71	6892-6894	it	*[775]	SOFTWARE[775]
14-72	6896-6899	can	*[775]	SOFTWARE[775]
14-73	6900-6901	(	*[775]	SOFTWARE[775]
14-74	6901-6904	and	*[775]	SOFTWARE[775]
14-75	6905-6911	should	*[775]	SOFTWARE[775]
14-76	6911-6912	)	*[775]	SOFTWARE[775]
14-77	6913-6915	be	*[775]	SOFTWARE[775]
14-78	6916-6920	used	*[775]	SOFTWARE[775]
14-79	6921-6925	just	*[775]	SOFTWARE[775]
14-80	6926-6930	like	*[775]	SOFTWARE[775]
14-81	6931-6934	the	*[775]	SOFTWARE[775]
14-82	6935-6936	`	*[775]	SOFTWARE[775]
14-83	6936-6944	evaluate	*[775]	SOFTWARE[775]
14-84	6944-6945	`	*[775]	SOFTWARE[775]
14-85	6946-6952	metric	*[775]	SOFTWARE[775]
14-86	6953-6955	as	*[775]	SOFTWARE[775]
14-87	6956-6966	instructed	*[775]	SOFTWARE[775]
14-88	6967-6969	in	*[775]	SOFTWARE[775]
14-89	6970-6971	`	*[775]	SOFTWARE[775]
14-90	6971-6979	evaluate	*[775]	SOFTWARE[775]
14-91	6979-6980	`	*[775]	SOFTWARE[775]
14-92	6981-6995	implementation	*[775]	SOFTWARE[775]
14-93	6996-7004	although	*[775]	SOFTWARE[775]
14-94	7006-7019	unfortunately	*[775]	SOFTWARE[775]
14-95	7020-7024	full	*[775]	SOFTWARE[775]
14-96	7025-7029	Jury	*[775]	SOFTWARE[775]
14-96	7025-7028	Jur	*[775]	SOFTWARE[775]
14-97	7030-7037	support	*[775]	SOFTWARE[775]
14-98	7038-7041	for	*[775]	SOFTWARE[775]
14-99	7042-7047	those	*[775]	SOFTWARE[775]
14-100	7048-7055	metrics	*[775]	SOFTWARE[775]
14-101	7056-7059	are	*[775]	SOFTWARE[775]
14-102	7060-7063	not	*[775]	SOFTWARE[775]
14-103	7064-7067	yet	*[775]	SOFTWARE[775]
14-104	7068-7077	available	*[775]	SOFTWARE[775]
14-105	7077-7078	.	*[775]	SOFTWARE[775]
14-106	7080-7081	#	*[775]	SOFTWARE[775]
14-107	7081-7082	#	*[775]	SOFTWARE[775]
14-108	7083-7090	Request	*[775]	SOFTWARE[775]
14-109	7091-7094	for	*[775]	SOFTWARE[775]
14-110	7095-7096	a	*[775]	SOFTWARE[775]
14-111	7097-7100	New	*[775]	SOFTWARE[775]
14-112	7101-7107	Metric	*[775]	SOFTWARE[775]
14-113	7109-7112	For	*[775]	SOFTWARE[775]
14-114	7113-7116	the	*[775]	SOFTWARE[775]
14-115	7117-7124	request	*[775]	SOFTWARE[775]
14-116	7125-7127	of	*[775]	SOFTWARE[775]
14-117	7128-7129	a	*[775]	SOFTWARE[775]
14-118	7130-7133	new	*[775]	SOFTWARE[775]
14-119	7134-7140	metric	*[775]	SOFTWARE[775]
14-120	7141-7147	please	*[775]	SOFTWARE[775]
14-121	7148-7149	\[	*[775]	SOFTWARE[775]
14-122	7149-7153	open	*[775]	SOFTWARE[775]
14-123	7154-7156	an	*[775]	SOFTWARE[775]
14-124	7157-7162	issue	*[775]	SOFTWARE[775]
14-125	7162-7163	\]	*[775]	SOFTWARE[775]
14-126	7163-7164	(	*[775]	SOFTWARE[775]
14-127	7164-7169	https	*[775]	SOFTWARE[775]
14-128	7169-7170	:	*[775]	SOFTWARE[775]
14-129	7170-7171	/	*[775]	SOFTWARE[775]
14-130	7171-7172	/	*[775]	SOFTWARE[775]
14-131	7172-7182	github.com	*[775]	SOFTWARE[775]
14-132	7182-7183	/	*[775]	SOFTWARE[775]
14-133	7183-7187	obss	*[775]	SOFTWARE[775]
14-134	7187-7188	/	*[775]	SOFTWARE[775]
14-135	7188-7192	jury	*[775]	SOFTWARE[775]
14-136	7192-7193	/	*[775]	SOFTWARE[775]
14-137	7193-7199	issues	*[775]	SOFTWARE[775]
14-138	7199-7200	/	*[775]	SOFTWARE[775]
14-139	7200-7203	new	*[775]	SOFTWARE[775]
14-140	7203-7204	?	*[775]	SOFTWARE[775]

#Text=assignees=&labels=&template=new-metric.md&title=) providing the minimum information.
15-1	7204-7213	assignees	*[775]	SOFTWARE[775]
15-2	7213-7214	=	*[775]	SOFTWARE[775]
15-3	7214-7215	&	*[775]	SOFTWARE[775]
15-4	7215-7221	labels	*[775]	SOFTWARE[775]
15-5	7221-7222	=	*[775]	SOFTWARE[775]
15-6	7222-7223	&	*[775]	SOFTWARE[775]
15-7	7223-7231	template	*[775]	SOFTWARE[775]
15-8	7231-7232	=	*[775]	SOFTWARE[775]
15-9	7232-7245	new-metric.md	*[775]	SOFTWARE[775]
15-10	7245-7246	&	*[775]	SOFTWARE[775]
15-11	7246-7251	title	*[775]	SOFTWARE[775]
15-12	7251-7252	=	*[775]	SOFTWARE[775]
15-13	7252-7253	)	*[775]	SOFTWARE[775]
15-14	7254-7263	providing	*[775]	SOFTWARE[775]
15-15	7264-7267	the	*[775]	SOFTWARE[775]
15-16	7268-7275	minimum	*[775]	SOFTWARE[775]
15-17	7276-7287	information	*[775]	SOFTWARE[775]
15-18	7287-7288	.	*[775]	SOFTWARE[775]

#Text=Also, PRs addressing new metric  supports are welcomed :).  ## <div align="center"> Installation </div>  Through pip,      pip install jury  or build from source,      git clone https://github.com/obss/jury.git     cd jury     python setup.py install  \*\*NOTE:\*\* There may be malfunctions of some metrics depending on `sacrebleu` package on Windows machines which is  mainly due to the package `pywin32`.
16-1	7289-7293	Also	*[775]	SOFTWARE[775]
16-2	7293-7294	,	*[775]	SOFTWARE[775]
16-3	7295-7298	PRs	*[775]	SOFTWARE[775]
16-4	7299-7309	addressing	*[775]	SOFTWARE[775]
16-5	7310-7313	new	*[775]	SOFTWARE[775]
16-6	7314-7320	metric	*[775]	SOFTWARE[775]
16-7	7322-7330	supports	*[775]	SOFTWARE[775]
16-8	7331-7334	are	*[775]	SOFTWARE[775]
16-9	7335-7343	welcomed	*[775]	SOFTWARE[775]
16-10	7344-7345	:	*[775]	SOFTWARE[775]
16-11	7345-7346	)	*[775]	SOFTWARE[775]
16-12	7346-7347	.	*[775]	SOFTWARE[775]
16-13	7349-7350	#	*[775]	SOFTWARE[775]
16-14	7350-7351	#	*[775]	SOFTWARE[775]
16-15	7352-7353	<	*[775]	SOFTWARE[775]
16-16	7353-7356	div	*[775]	SOFTWARE[775]
16-17	7357-7362	align	*[775]	SOFTWARE[775]
16-18	7362-7363	=	*[775]	SOFTWARE[775]
16-19	7363-7364	"	*[775]	SOFTWARE[775]
16-20	7364-7370	center	*[775]	SOFTWARE[775]
16-21	7370-7371	"	*[775]	SOFTWARE[775]
16-22	7371-7372	>	*[775]	SOFTWARE[775]
16-23	7373-7385	Installation	*[775]	SOFTWARE[775]
16-24	7386-7387	<	*[775]	SOFTWARE[775]
16-25	7387-7388	/	*[775]	SOFTWARE[775]
16-26	7388-7391	div	*[775]	SOFTWARE[775]
16-27	7391-7392	>	*[775]	SOFTWARE[775]
16-28	7394-7401	Through	*[775]	SOFTWARE[775]
16-29	7402-7405	pip	*[775]	SOFTWARE[775]
16-30	7405-7406	,	*[775]	SOFTWARE[775]
16-31	7412-7415	pip	*[775]	SOFTWARE[775]
16-32	7416-7423	install	*[775]	SOFTWARE[775]
16-33	7424-7428	jury	*[775]	SOFTWARE[775]
16-34	7430-7432	or	*[775]	SOFTWARE[775]
16-35	7433-7438	build	*[775]	SOFTWARE[775]
16-36	7439-7443	from	*[775]	SOFTWARE[775]
16-37	7444-7450	source	*[775]	SOFTWARE[775]
16-38	7450-7451	,	*[775]	SOFTWARE[775]
16-39	7457-7460	git	*[775]	SOFTWARE[775]
16-40	7461-7466	clone	*[775]	SOFTWARE[775]
16-41	7467-7472	https	*[775]	SOFTWARE[775]
16-42	7472-7473	:	*[775]	SOFTWARE[775]
16-43	7473-7474	/	*[775]	SOFTWARE[775]
16-44	7474-7475	/	*[775]	SOFTWARE[775]
16-45	7475-7485	github.com	*[775]	SOFTWARE[775]
16-46	7485-7486	/	*[775]	SOFTWARE[775]
16-47	7486-7490	obss	*[775]	SOFTWARE[775]
16-48	7490-7491	/	*[775]	SOFTWARE[775]
16-49	7491-7499	jury.git	*[775]	SOFTWARE[775]
16-49	7491-7495	jury	*[775]	SOFTWARE[775]
16-50	7504-7506	cd	*[775]	SOFTWARE[775]
16-51	7507-7511	jury	*[775]	SOFTWARE[775]
16-52	7516-7522	python	*[775]	SOFTWARE[775]
16-53	7523-7531	setup.py	*[775]	SOFTWARE[775]
16-54	7532-7539	install	*[775]	SOFTWARE[775]
16-55	7541-7542	\*	*[775]	SOFTWARE[775]
16-56	7542-7543	\*	*[775]	SOFTWARE[775]
16-57	7543-7547	NOTE	*[775]	SOFTWARE[775]
16-58	7547-7548	:	*[775]	SOFTWARE[775]
16-59	7548-7549	\*	*[775]	SOFTWARE[775]
16-60	7549-7550	\*	*[775]	SOFTWARE[775]
16-61	7551-7556	There	*[775]	SOFTWARE[775]
16-62	7557-7560	may	*[775]	SOFTWARE[775]
16-63	7561-7563	be	*[775]	SOFTWARE[775]
16-64	7564-7576	malfunctions	*[775]	SOFTWARE[775]
16-65	7577-7579	of	*[775]	SOFTWARE[775]
16-66	7580-7584	some	*[775]	SOFTWARE[775]
16-67	7585-7592	metrics	*[775]	SOFTWARE[775]
16-68	7593-7602	depending	*[775]	SOFTWARE[775]
16-69	7603-7605	on	*[775]	SOFTWARE[775]
16-70	7606-7607	`	*[775]	SOFTWARE[775]
16-71	7607-7616	sacrebleu	*[775]	SOFTWARE[775]
16-72	7616-7617	`	*[775]	SOFTWARE[775]
16-73	7618-7625	package	*[775]	SOFTWARE[775]
16-74	7626-7628	on	*[775]	SOFTWARE[775]
16-75	7629-7636	Windows	*[775]	SOFTWARE[775]
16-76	7637-7645	machines	*[775]	SOFTWARE[775]
16-77	7646-7651	which	*[775]	SOFTWARE[775]
16-78	7652-7654	is	*[775]	SOFTWARE[775]
16-79	7656-7662	mainly	*[775]	SOFTWARE[775]
16-80	7663-7666	due	*[775]	SOFTWARE[775]
16-81	7667-7669	to	*[775]	SOFTWARE[775]
16-82	7670-7673	the	*[775]	SOFTWARE[775]
16-83	7674-7681	package	*[775]	SOFTWARE[775]
16-84	7682-7683	`	*[775]	SOFTWARE[775]
16-85	7683-7690	pywin32	*[775]	SOFTWARE[775]
16-86	7690-7691	`	*[775]	SOFTWARE[775]
16-87	7691-7692	.	*[775]	SOFTWARE[775]

#Text=For this, we fixed pywin32 version on our setup config for Windows platforms.
17-1	7693-7696	For	*[775]	SOFTWARE[775]
17-2	7697-7701	this	*[775]	SOFTWARE[775]
17-3	7701-7702	,	*[775]	SOFTWARE[775]
17-4	7703-7705	we	*[775]	SOFTWARE[775]
17-5	7706-7711	fixed	*[775]	SOFTWARE[775]
17-6	7712-7719	pywin32	*[775]	SOFTWARE[775]
17-7	7720-7727	version	*[775]	SOFTWARE[775]
17-8	7728-7730	on	*[775]	SOFTWARE[775]
17-9	7731-7734	our	*[775]	SOFTWARE[775]
17-10	7735-7740	setup	*[775]	SOFTWARE[775]
17-11	7741-7747	config	*[775]	SOFTWARE[775]
17-12	7748-7751	for	*[775]	SOFTWARE[775]
17-13	7752-7759	Windows	*[775]	SOFTWARE[775]
17-14	7760-7769	platforms	*[775]	SOFTWARE[775]
17-15	7769-7770	.	*[775]	SOFTWARE[775]

#Text=However, if pywin32 causes trouble in your environment we strongly recommend using `conda` manager install the package  as `conda install pywin32`.  ## <div align="center"> Usage </div>  ### API Usage  It is only two lines of code to evaluate generated outputs.
18-1	7772-7779	However	*[775]	SOFTWARE[775]
18-2	7779-7780	,	*[775]	SOFTWARE[775]
18-3	7781-7783	if	*[775]	SOFTWARE[775]
18-4	7784-7791	pywin32	*[775]	SOFTWARE[775]
18-5	7792-7798	causes	*[775]	SOFTWARE[775]
18-6	7799-7806	trouble	*[775]	SOFTWARE[775]
18-7	7807-7809	in	*[775]	SOFTWARE[775]
18-8	7810-7814	your	*[775]	SOFTWARE[775]
18-9	7815-7826	environment	*[775]	SOFTWARE[775]
18-10	7827-7829	we	*[775]	SOFTWARE[775]
18-11	7830-7838	strongly	*[775]	SOFTWARE[775]
18-12	7839-7848	recommend	*[775]	SOFTWARE[775]
18-13	7849-7854	using	*[775]	SOFTWARE[775]
18-14	7855-7856	`	*[775]	SOFTWARE[775]
18-15	7856-7861	conda	*[775]	SOFTWARE[775]
18-16	7861-7862	`	*[775]	SOFTWARE[775]
18-17	7863-7870	manager	*[775]	SOFTWARE[775]
18-18	7871-7878	install	*[775]	SOFTWARE[775]
18-19	7879-7882	the	*[775]	SOFTWARE[775]
18-20	7883-7890	package	*[775]	SOFTWARE[775]
18-21	7892-7894	as	*[775]	SOFTWARE[775]
18-22	7895-7896	`	*[775]	SOFTWARE[775]
18-23	7896-7901	conda	*[775]	SOFTWARE[775]
18-24	7902-7909	install	*[775]	SOFTWARE[775]
18-25	7910-7917	pywin32	*[775]	SOFTWARE[775]
18-26	7917-7918	`	*[775]	SOFTWARE[775]
18-27	7918-7919	.	*[775]	SOFTWARE[775]
18-28	7921-7922	#	*[775]	SOFTWARE[775]
18-29	7922-7923	#	*[775]	SOFTWARE[775]
18-30	7924-7925	<	*[775]	SOFTWARE[775]
18-31	7925-7928	div	*[775]	SOFTWARE[775]
18-32	7929-7934	align	*[775]	SOFTWARE[775]
18-33	7934-7935	=	*[775]	SOFTWARE[775]
18-34	7935-7936	"	*[775]	SOFTWARE[775]
18-35	7936-7942	center	*[775]	SOFTWARE[775]
18-36	7942-7943	"	*[775]	SOFTWARE[775]
18-37	7943-7944	>	*[775]	SOFTWARE[775]
18-38	7945-7950	Usage	*[775]	SOFTWARE[775]
18-39	7951-7952	<	*[775]	SOFTWARE[775]
18-40	7952-7953	/	*[775]	SOFTWARE[775]
18-41	7953-7956	div	*[775]	SOFTWARE[775]
18-42	7956-7957	>	*[775]	SOFTWARE[775]
18-43	7959-7960	#	*[775]	SOFTWARE[775]
18-44	7960-7961	#	*[775]	SOFTWARE[775]
18-45	7961-7962	#	*[775]	SOFTWARE[775]
18-46	7963-7966	API	*[775]	SOFTWARE[775]
18-47	7967-7972	Usage	*[775]	SOFTWARE[775]
18-48	7974-7976	It	*[775]	SOFTWARE[775]
18-49	7977-7979	is	*[775]	SOFTWARE[775]
18-50	7980-7984	only	*[775]	SOFTWARE[775]
18-51	7985-7988	two	*[775]	SOFTWARE[775]
18-52	7989-7994	lines	*[775]	SOFTWARE[775]
18-53	7995-7997	of	*[775]	SOFTWARE[775]
18-54	7998-8002	code	*[775]	SOFTWARE[775]
18-55	8003-8005	to	*[775]	SOFTWARE[775]
18-56	8006-8014	evaluate	*[775]	SOFTWARE[775]
18-57	8015-8024	generated	*[775]	SOFTWARE[775]
18-58	8025-8032	outputs	*[775]	SOFTWARE[775]
18-59	8032-8033	.	*[775]	SOFTWARE[775]

#Text=```python from jury import Jury  scorer = Jury() predictions = \[     \["the cat is on the mat", "There is cat playing on the mat"\],      \["Look!
19-1	8035-8036	`	*[775]	SOFTWARE[775]
19-2	8036-8037	`	*[775]	SOFTWARE[775]
19-3	8037-8038	`	*[775]	SOFTWARE[775]
19-4	8038-8044	python	*[775]	SOFTWARE[775]
19-5	8045-8049	from	*[775]	SOFTWARE[775]
19-6	8050-8054	jury	*[775]	SOFTWARE[775]
19-7	8055-8061	import	*[775]	SOFTWARE[775]
19-8	8062-8066	Jury	*[775]	SOFTWARE[775]
19-9	8068-8074	scorer	*[775]	SOFTWARE[775]
19-10	8075-8076	=	*[775]	SOFTWARE[775]
19-11	8077-8081	Jury	*[775]	SOFTWARE[775]
19-12	8081-8082	(	*[775]	SOFTWARE[775]
19-13	8082-8083	)	*[775]	SOFTWARE[775]
19-14	8084-8095	predictions	*[775]	SOFTWARE[775]
19-15	8096-8097	=	*[775]	SOFTWARE[775]
19-16	8098-8099	\[	*[775]	SOFTWARE[775]
19-17	8104-8105	\[	*[775]	SOFTWARE[775]
19-18	8105-8106	"	*[775]	SOFTWARE[775]
19-19	8106-8109	the	*[775]	SOFTWARE[775]
19-20	8110-8113	cat	*[775]	SOFTWARE[775]
19-21	8114-8116	is	*[775]	SOFTWARE[775]
19-22	8117-8119	on	*[775]	SOFTWARE[775]
19-23	8120-8123	the	*[775]	SOFTWARE[775]
19-24	8124-8127	mat	*[775]	SOFTWARE[775]
19-25	8127-8128	"	*[775]	SOFTWARE[775]
19-26	8128-8129	,	*[775]	SOFTWARE[775]
19-27	8130-8131	"	*[775]	SOFTWARE[775]
19-28	8131-8136	There	*[775]	SOFTWARE[775]
19-29	8137-8139	is	*[775]	SOFTWARE[775]
19-30	8140-8143	cat	*[775]	SOFTWARE[775]
19-31	8144-8151	playing	*[775]	SOFTWARE[775]
19-32	8152-8154	on	*[775]	SOFTWARE[775]
19-33	8155-8158	the	*[775]	SOFTWARE[775]
19-34	8159-8162	mat	*[775]	SOFTWARE[775]
19-35	8162-8163	"	*[775]	SOFTWARE[775]
19-36	8163-8164	\]	*[775]	SOFTWARE[775]
19-37	8164-8165	,	*[775]	SOFTWARE[775]
19-38	8171-8172	\[	*[775]	SOFTWARE[775]
19-39	8172-8173	"	*[775]	SOFTWARE[775]
19-40	8173-8177	Look	*[775]	SOFTWARE[775]
19-41	8177-8178	!	*[775]	SOFTWARE[775]

#Text=a wonderful day."\] \] references = \[     \["the cat is playing on the mat.", "The cat plays on the mat."\],      \["Today is a wonderful day", "The weather outside is wonderful."\] \] scores = scorer(predictions=predictions, references=references) ```  Specify metrics you want to use on instantiation.
20-1	8182-8183	a	*[775]	SOFTWARE[775]
20-2	8184-8193	wonderful	*[775]	SOFTWARE[775]
20-3	8194-8197	day	*[775]	SOFTWARE[775]
20-4	8197-8198	.	*[775]	SOFTWARE[775]
20-5	8198-8199	"	*[775]	SOFTWARE[775]
20-6	8199-8200	\]	*[775]	SOFTWARE[775]
20-7	8201-8202	\]	*[775]	SOFTWARE[775]
20-8	8203-8213	references	*[775]	SOFTWARE[775]
20-9	8214-8215	=	*[775]	SOFTWARE[775]
20-10	8216-8217	\[	*[775]	SOFTWARE[775]
20-11	8222-8223	\[	*[775]	SOFTWARE[775]
20-12	8223-8224	"	*[775]	SOFTWARE[775]
20-13	8224-8227	the	*[775]	SOFTWARE[775]
20-14	8228-8231	cat	*[775]	SOFTWARE[775]
20-15	8232-8234	is	*[775]	SOFTWARE[775]
20-16	8235-8242	playing	*[775]	SOFTWARE[775]
20-17	8243-8245	on	*[775]	SOFTWARE[775]
20-18	8246-8249	the	*[775]	SOFTWARE[775]
20-19	8250-8253	mat	*[775]	SOFTWARE[775]
20-20	8253-8254	.	*[775]	SOFTWARE[775]
20-21	8254-8255	"	*[775]	SOFTWARE[775]
20-22	8255-8256	,	*[775]	SOFTWARE[775]
20-23	8257-8258	"	*[775]	SOFTWARE[775]
20-24	8258-8261	The	*[775]	SOFTWARE[775]
20-25	8262-8265	cat	*[775]	SOFTWARE[775]
20-26	8266-8271	plays	*[775]	SOFTWARE[775]
20-27	8272-8274	on	*[775]	SOFTWARE[775]
20-28	8275-8278	the	*[775]	SOFTWARE[775]
20-29	8279-8282	mat	*[775]	SOFTWARE[775]
20-30	8282-8283	.	*[775]	SOFTWARE[775]
20-31	8283-8284	"	*[775]	SOFTWARE[775]
20-32	8284-8285	\]	*[775]	SOFTWARE[775]
20-33	8285-8286	,	*[775]	SOFTWARE[775]
20-34	8292-8293	\[	*[775]	SOFTWARE[775]
20-35	8293-8294	"	*[775]	SOFTWARE[775]
20-36	8294-8299	Today	*[775]	SOFTWARE[775]
20-37	8300-8302	is	*[775]	SOFTWARE[775]
20-38	8303-8304	a	*[775]	SOFTWARE[775]
20-39	8305-8314	wonderful	*[775]	SOFTWARE[775]
20-40	8315-8318	day	*[775]	SOFTWARE[775]
20-41	8318-8319	"	*[775]	SOFTWARE[775]
20-42	8319-8320	,	*[775]	SOFTWARE[775]
20-43	8321-8322	"	*[775]	SOFTWARE[775]
20-44	8322-8325	The	*[775]	SOFTWARE[775]
20-45	8326-8333	weather	*[775]	SOFTWARE[775]
20-46	8334-8341	outside	*[775]	SOFTWARE[775]
20-47	8342-8344	is	*[775]	SOFTWARE[775]
20-48	8345-8354	wonderful	*[775]	SOFTWARE[775]
20-49	8354-8355	.	*[775]	SOFTWARE[775]
20-50	8355-8356	"	*[775]	SOFTWARE[775]
20-51	8356-8357	\]	*[775]	SOFTWARE[775]
20-52	8358-8359	\]	*[775]	SOFTWARE[775]
20-53	8360-8366	scores	*[775]	SOFTWARE[775]
20-54	8367-8368	=	*[775]	SOFTWARE[775]
20-55	8369-8375	scorer	*[775]	SOFTWARE[775]
20-56	8375-8376	(	*[775]	SOFTWARE[775]
20-57	8376-8387	predictions	*[775]	SOFTWARE[775]
20-58	8387-8388	=	*[775]	SOFTWARE[775]
20-59	8388-8399	predictions	*[775]	SOFTWARE[775]
20-60	8399-8400	,	*[775]	SOFTWARE[775]
20-61	8401-8411	references	*[775]	SOFTWARE[775]
20-62	8411-8412	=	*[775]	SOFTWARE[775]
20-63	8412-8422	references	*[775]	SOFTWARE[775]
20-64	8422-8423	)	*[775]	SOFTWARE[775]
20-65	8424-8425	`	*[775]	SOFTWARE[775]
20-66	8425-8426	`	*[775]	SOFTWARE[775]
20-67	8426-8427	`	*[775]	SOFTWARE[775]
20-68	8429-8436	Specify	*[775]	SOFTWARE[775]
20-69	8437-8444	metrics	*[775]	SOFTWARE[775]
20-70	8445-8448	you	*[775]	SOFTWARE[775]
20-71	8449-8453	want	*[775]	SOFTWARE[775]
20-72	8454-8456	to	*[775]	SOFTWARE[775]
20-73	8457-8460	use	*[775]	SOFTWARE[775]
20-74	8461-8463	on	*[775]	SOFTWARE[775]
20-75	8464-8477	instantiation	*[775]	SOFTWARE[775]
20-76	8477-8478	.	*[775]	SOFTWARE[775]

#Text=```python scorer = Jury(metrics=\["bleu", "meteor"\]) scores = scorer(predictions, references) ```  #### Use of Metrics standalone  You can directly import metrics from `jury.metrics` as classes, and then instantiate and use as desired.
21-1	8480-8481	`	*[775]	SOFTWARE[775]
21-2	8481-8482	`	*[775]	SOFTWARE[775]
21-3	8482-8483	`	*[775]	SOFTWARE[775]
21-4	8483-8489	python	*[775]	SOFTWARE[775]
21-5	8490-8496	scorer	*[775]	SOFTWARE[775]
21-6	8497-8498	=	*[775]	SOFTWARE[775]
21-7	8499-8503	Jury	*[775]	SOFTWARE[775]
21-8	8503-8504	(	*[775]	SOFTWARE[775]
21-9	8504-8511	metrics	*[775]	SOFTWARE[775]
21-10	8511-8512	=	*[775]	SOFTWARE[775]
21-11	8512-8513	\[	*[775]	SOFTWARE[775]
21-12	8513-8514	"	*[775]	SOFTWARE[775]
21-13	8514-8518	bleu	*[775]	SOFTWARE[775]
21-14	8518-8519	"	*[775]	SOFTWARE[775]
21-15	8519-8520	,	*[775]	SOFTWARE[775]
21-16	8521-8522	"	*[775]	SOFTWARE[775]
21-17	8522-8528	meteor	*[775]	SOFTWARE[775]
21-18	8528-8529	"	*[775]	SOFTWARE[775]
21-19	8529-8530	\]	*[775]	SOFTWARE[775]
21-20	8530-8531	)	*[775]	SOFTWARE[775]
21-21	8532-8538	scores	*[775]	SOFTWARE[775]
21-22	8539-8540	=	*[775]	SOFTWARE[775]
21-23	8541-8547	scorer	*[775]	SOFTWARE[775]
21-24	8547-8548	(	*[775]	SOFTWARE[775]
21-25	8548-8559	predictions	*[775]	SOFTWARE[775]
21-26	8559-8560	,	*[775]	SOFTWARE[775]
21-27	8561-8571	references	*[775]	SOFTWARE[775]
21-28	8571-8572	)	*[775]	SOFTWARE[775]
21-29	8573-8574	`	*[775]	SOFTWARE[775]
21-30	8574-8575	`	*[775]	SOFTWARE[775]
21-31	8575-8576	`	*[775]	SOFTWARE[775]
21-32	8578-8579	#	*[775]	SOFTWARE[775]
21-33	8579-8580	#	*[775]	SOFTWARE[775]
21-34	8580-8581	#	*[775]	SOFTWARE[775]
21-35	8581-8582	#	*[775]	SOFTWARE[775]
21-36	8583-8586	Use	*[775]	SOFTWARE[775]
21-37	8587-8589	of	*[775]	SOFTWARE[775]
21-38	8590-8597	Metrics	*[775]	SOFTWARE[775]
21-39	8598-8608	standalone	*[775]	SOFTWARE[775]
21-40	8610-8613	You	*[775]	SOFTWARE[775]
21-41	8614-8617	can	*[775]	SOFTWARE[775]
21-42	8618-8626	directly	*[775]	SOFTWARE[775]
21-43	8627-8633	import	*[775]	SOFTWARE[775]
21-44	8634-8641	metrics	*[775]	SOFTWARE[775]
21-45	8642-8646	from	*[775]	SOFTWARE[775]
21-46	8647-8648	`	*[775]	SOFTWARE[775]
21-47	8648-8660	jury.metrics	*[775]	SOFTWARE[775]
21-47	8648-8652	jury	*[775]	SOFTWARE[775]
21-48	8660-8661	`	*[775]	SOFTWARE[775]
21-49	8662-8664	as	*[775]	SOFTWARE[775]
21-50	8665-8672	classes	*[775]	SOFTWARE[775]
21-51	8672-8673	,	*[775]	SOFTWARE[775]
21-52	8674-8677	and	*[775]	SOFTWARE[775]
21-53	8678-8682	then	*[775]	SOFTWARE[775]
21-54	8683-8694	instantiate	*[775]	SOFTWARE[775]
21-55	8695-8698	and	*[775]	SOFTWARE[775]
21-56	8699-8702	use	*[775]	SOFTWARE[775]
21-57	8703-8705	as	*[775]	SOFTWARE[775]
21-58	8706-8713	desired	*[775]	SOFTWARE[775]
21-59	8713-8714	.	*[775]	SOFTWARE[775]

#Text=```python from jury.metrics import Bleu  bleu = Bleu.construct() score = bleu.compute(predictions=predictions, references=references) ```  The additional parameters can either be specified on `compute()`  ```python from jury.metrics import Bleu  bleu = Bleu.construct() score = bleu.compute(predictions=predictions, references=references, max\_order=4) ```  , or alternatively on instantiation  ```python from jury.metrics import Bleu bleu = Bleu.construct(compute\_kwargs={"max\_order": 1}) score = bleu.compute(predictions=predictions, references=references) ```  Note that you can seemlessly access both `jury` and `evaluate` metrics through `jury.load\_metric`.
22-1	8716-8717	`	*[775]	SOFTWARE[775]
22-2	8717-8718	`	*[775]	SOFTWARE[775]
22-3	8718-8719	`	*[775]	SOFTWARE[775]
