#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# DC-ShadowNet (ICCV'2021)  ## Introduction > \[DC-ShadowNet: Single-Image Hard and Soft Shadow Removal Using Unsupervised Domain-Classifier Guided Network\](https://arxiv.org/abs/2207.10434)<br> >  International Conference on Computer Vision (ICCV'2021)  \[Yeying Jin\](https://jinyeying.github.io/), \[Aashish Sharma\](https://aasharma90.github.io/) and \[Robby T.
1-1	0-1	#	*[523]|*[787]	SOFTWARE[523]|SOFTWARE[787]
66-1	12046-12049	SRD	*[787]	SOFTWARE[787]
66-2	12050-12057	Dataset	*[787]	SOFTWARE[787]
66-3	12058-12068	Evaluation	*[787]	SOFTWARE[787]
66-4	12069-12072	set	*[787]	SOFTWARE[787]
66-5	12073-12076	the	*[787]	SOFTWARE[787]
66-6	12077-12082	paths	*[787]	SOFTWARE[787]
66-7	12083-12085	of	*[787]	SOFTWARE[787]
66-8	12086-12089	the	*[787]	SOFTWARE[787]
66-9	12090-12091	\[	*[787]	SOFTWARE[787]
66-10	12091-12097	shadow	*[787]	SOFTWARE[787]
66-11	12098-12105	removal	*[787]	SOFTWARE[787]
66-12	12106-12112	result	*[787]	SOFTWARE[787]
66-13	12112-12113	\]	*[787]	SOFTWARE[787]
66-14	12113-12114	(	*[787]	SOFTWARE[787]
66-15	12114-12119	https	*[787]	SOFTWARE[787]
66-16	12119-12120	:	*[787]	SOFTWARE[787]
66-17	12120-12121	/	*[787]	SOFTWARE[787]
66-18	12121-12122	/	*[787]	SOFTWARE[787]
66-19	12122-12132	github.com	*[787]	SOFTWARE[787]
66-20	12132-12133	/	*[787]	SOFTWARE[787]
66-21	12133-12142	jinyeying	*[787]	SOFTWARE[787]
66-22	12142-12143	/	*[787]	SOFTWARE[787]
66-23	12143-12184	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
66-24	12184-12185	/	*[787]	SOFTWARE[787]
66-25	12185-12189	blob	*[787]	SOFTWARE[787]
66-26	12189-12190	/	*[787]	SOFTWARE[787]
66-27	12190-12230	de9223d55519777e1621b84d5f0067e3989c11dd	*[787]	SOFTWARE[787]
66-28	12230-12231	/	*[787]	SOFTWARE[787]
66-29	12231-12241	evaluation	*[787]	SOFTWARE[787]
66-30	12241-12242	/	*[787]	SOFTWARE[787]
66-31	12242-12260	demo\_srd\_release.m	*[787]	SOFTWARE[787]
66-32	12260-12261	#	*[787]	SOFTWARE[787]
66-33	12261-12264	L22	*[787]	SOFTWARE[787]
66-34	12264-12265	)	*[787]	SOFTWARE[787]
66-35	12266-12269	and	*[787]	SOFTWARE[787]
66-36	12270-12273	the	*[787]	SOFTWARE[787]
66-37	12274-12281	dataset	*[787]	SOFTWARE[787]
66-38	12282-12284	in	*[787]	SOFTWARE[787]
66-39	12285-12286	`	*[787]	SOFTWARE[787]
66-40	12286-12296	evaluation	*[787]	SOFTWARE[787]
66-41	12296-12297	/	*[787]	SOFTWARE[787]
66-42	12297-12315	demo\_srd\_release.m	*[787]	SOFTWARE[787]
66-43	12315-12316	`	*[787]	SOFTWARE[787]
66-44	12317-12320	and	*[787]	SOFTWARE[787]
66-45	12321-12325	then	*[787]	SOFTWARE[787]
66-46	12326-12329	run	*[787]	SOFTWARE[787]
66-47	12330-12332	it	*[787]	SOFTWARE[787]
66-48	12332-12333	.	*[787]	SOFTWARE[787]
66-49	12334-12335	`	*[787]	SOFTWARE[787]
66-50	12335-12336	`	*[787]	SOFTWARE[787]
66-51	12336-12337	`	*[787]	SOFTWARE[787]
66-52	12338-12356	demo\_srd\_release.m	*[787]	SOFTWARE[787]
66-53	12357-12358	`	*[787]	SOFTWARE[787]
66-54	12358-12359	`	*[787]	SOFTWARE[787]
66-55	12359-12360	`	*[787]	SOFTWARE[787]
66-56	12361-12364	Get	*[787]	SOFTWARE[787]
66-57	12365-12368	the	*[787]	SOFTWARE[787]
66-58	12369-12378	following	*[787]	SOFTWARE[787]
66-59	12379-12384	Table	*[787]	SOFTWARE[787]
66-60	12385-12386	1	*[787]	SOFTWARE[787]
66-61	12387-12389	in	*[787]	SOFTWARE[787]
66-62	12390-12393	the	*[787]	SOFTWARE[787]
66-63	12394-12398	main	*[787]	SOFTWARE[787]
66-64	12399-12404	paper	*[787]	SOFTWARE[787]
66-65	12405-12407	on	*[787]	SOFTWARE[787]
66-66	12408-12411	the	*[787]	SOFTWARE[787]
66-67	12412-12415	SRD	*[787]	SOFTWARE[787]
66-68	12416-12417	(	*[787]	SOFTWARE[787]
66-69	12417-12421	size	*[787]	SOFTWARE[787]
66-70	12421-12422	:	*[787]	SOFTWARE[787]
66-71	12423-12430	256x256	*[787]	SOFTWARE[787]
66-72	12430-12431	)	*[787]	SOFTWARE[787]
66-73	12431-12432	:	*[787]	SOFTWARE[787]
66-74	12434-12435	\|	*[787]	SOFTWARE[787]
66-75	12436-12442	Method	*[787]	SOFTWARE[787]
66-76	12443-12444	\|	*[787]	SOFTWARE[787]
66-77	12445-12453	Training	*[787]	SOFTWARE[787]
66-78	12454-12455	\|	*[787]	SOFTWARE[787]
66-79	12456-12459	All	*[787]	SOFTWARE[787]
66-80	12460-12461	\|	*[787]	SOFTWARE[787]
66-81	12462-12468	Shadow	*[787]	SOFTWARE[787]
66-82	12469-12470	\|	*[787]	SOFTWARE[787]
66-83	12471-12481	Non-Shadow	*[787]	SOFTWARE[787]
66-84	12482-12483	\|	*[787]	SOFTWARE[787]
66-85	12484-12485	\|	*[787]	SOFTWARE[787]
66-86	12485-12486	-	*[787]	SOFTWARE[787]
66-87	12486-12487	-	*[787]	SOFTWARE[787]
66-88	12487-12488	-	*[787]	SOFTWARE[787]
66-89	12488-12489	-	*[787]	SOFTWARE[787]
66-90	12489-12490	-	*[787]	SOFTWARE[787]
66-91	12490-12491	-	*[787]	SOFTWARE[787]
66-92	12491-12492	-	*[787]	SOFTWARE[787]
66-93	12492-12493	-	*[787]	SOFTWARE[787]
66-94	12493-12494	-	*[787]	SOFTWARE[787]
66-95	12494-12495	-	*[787]	SOFTWARE[787]
66-96	12495-12496	-	*[787]	SOFTWARE[787]
66-97	12496-12497	-	*[787]	SOFTWARE[787]
66-98	12497-12498	-	*[787]	SOFTWARE[787]
66-99	12498-12499	-	*[787]	SOFTWARE[787]
66-100	12499-12500	-	*[787]	SOFTWARE[787]
66-101	12500-12501	-	*[787]	SOFTWARE[787]
66-102	12501-12502	-	*[787]	SOFTWARE[787]
66-103	12502-12503	-	*[787]	SOFTWARE[787]
66-104	12503-12504	\|	*[787]	SOFTWARE[787]
66-105	12504-12505	-	*[787]	SOFTWARE[787]
66-106	12505-12506	-	*[787]	SOFTWARE[787]
66-107	12506-12507	-	*[787]	SOFTWARE[787]
66-108	12507-12508	-	*[787]	SOFTWARE[787]
66-109	12508-12509	-	*[787]	SOFTWARE[787]
66-110	12509-12510	-	*[787]	SOFTWARE[787]
66-111	12510-12511	-	*[787]	SOFTWARE[787]
66-112	12511-12512	-	*[787]	SOFTWARE[787]
66-113	12512-12513	-	*[787]	SOFTWARE[787]
66-114	12513-12514	-	*[787]	SOFTWARE[787]
66-115	12514-12515	\|	*[787]	SOFTWARE[787]
66-116	12515-12516	-	*[787]	SOFTWARE[787]
66-117	12516-12517	-	*[787]	SOFTWARE[787]
66-118	12517-12518	-	*[787]	SOFTWARE[787]
66-119	12518-12519	-	*[787]	SOFTWARE[787]
66-120	12519-12520	-	*[787]	SOFTWARE[787]
66-121	12520-12521	-	*[787]	SOFTWARE[787]
66-122	12521-12522	-	*[787]	SOFTWARE[787]
66-123	12522-12523	-	*[787]	SOFTWARE[787]
66-124	12523-12524	-	*[787]	SOFTWARE[787]
66-125	12524-12525	-	*[787]	SOFTWARE[787]
66-126	12525-12526	\|	*[787]	SOFTWARE[787]
66-127	12526-12527	-	*[787]	SOFTWARE[787]
66-128	12527-12528	-	*[787]	SOFTWARE[787]
66-129	12528-12529	-	*[787]	SOFTWARE[787]
66-130	12529-12530	-	*[787]	SOFTWARE[787]
66-131	12530-12531	-	*[787]	SOFTWARE[787]
66-132	12531-12532	-	*[787]	SOFTWARE[787]
66-133	12532-12533	\|	*[787]	SOFTWARE[787]
66-134	12533-12534	-	*[787]	SOFTWARE[787]
66-135	12534-12535	-	*[787]	SOFTWARE[787]
66-136	12535-12536	-	*[787]	SOFTWARE[787]
66-137	12536-12537	-	*[787]	SOFTWARE[787]
66-138	12537-12538	-	*[787]	SOFTWARE[787]
66-139	12538-12539	-	*[787]	SOFTWARE[787]
66-140	12539-12540	\|	*[787]	SOFTWARE[787]
66-141	12541-12542	\|	*[787]	SOFTWARE[787]
66-142	12543-12544	\*	*[787]	SOFTWARE[787]
66-143	12544-12545	\*	*[787]	SOFTWARE[787]
66-144	12545-12557	DC-ShadowNet	*[787]	SOFTWARE[787]
66-145	12557-12558	\*	*[787]	SOFTWARE[787]
66-146	12558-12559	\*	*[787]	SOFTWARE[787]
66-147	12560-12561	\|	*[787]	SOFTWARE[787]
66-148	12562-12570	Unpaired	*[787]	SOFTWARE[787]
66-149	12571-12572	\|	*[787]	SOFTWARE[787]
66-150	12573-12574	\*	*[787]	SOFTWARE[787]
66-151	12574-12575	\*	*[787]	SOFTWARE[787]
66-152	12575-12579	4.66	*[787]	SOFTWARE[787]
66-153	12579-12580	\*	*[787]	SOFTWARE[787]
66-154	12580-12581	\*	*[787]	SOFTWARE[787]
66-155	12582-12583	\|	*[787]	SOFTWARE[787]
66-156	12584-12588	7.70	*[787]	SOFTWARE[787]
66-157	12589-12590	\|	*[787]	SOFTWARE[787]
66-158	12591-12595	3.39	*[787]	SOFTWARE[787]
66-159	12596-12597	\|	*[787]	SOFTWARE[787]
66-160	12598-12599	\|	*[787]	SOFTWARE[787]
66-161	12600-12605	Input	*[787]	SOFTWARE[787]
66-162	12606-12611	Image	*[787]	SOFTWARE[787]
66-163	12612-12613	\|	*[787]	SOFTWARE[787]
66-164	12614-12615	N	*[787]	SOFTWARE[787]
66-165	12615-12616	/	*[787]	SOFTWARE[787]
66-166	12616-12617	A	*[787]	SOFTWARE[787]
66-167	12618-12619	\|	*[787]	SOFTWARE[787]
66-168	12620-12625	13.77	*[787]	SOFTWARE[787]
66-169	12626-12627	\|	*[787]	SOFTWARE[787]
66-170	12628-12633	37.40	*[787]	SOFTWARE[787]
66-171	12634-12635	\|	*[787]	SOFTWARE[787]
66-172	12636-12640	3.96	*[787]	SOFTWARE[787]
66-173	12641-12642	\|	*[787]	SOFTWARE[787]
66-174	12644-12647	For	*[787]	SOFTWARE[787]
66-175	12648-12651	SRD	*[787]	SOFTWARE[787]
66-176	12652-12653	(	*[787]	SOFTWARE[787]
66-177	12653-12657	size	*[787]	SOFTWARE[787]
66-178	12657-12658	:	*[787]	SOFTWARE[787]
66-179	12659-12666	640x840	*[787]	SOFTWARE[787]
66-180	12666-12667	)	*[787]	SOFTWARE[787]
66-181	12667-12668	:	*[787]	SOFTWARE[787]
66-182	12669-12670	\|	*[787]	SOFTWARE[787]
66-183	12671-12677	Method	*[787]	SOFTWARE[787]
66-184	12678-12679	\|	*[787]	SOFTWARE[787]
66-185	12680-12688	Training	*[787]	SOFTWARE[787]
66-186	12689-12690	\|	*[787]	SOFTWARE[787]
66-187	12691-12694	All	*[787]	SOFTWARE[787]
66-188	12695-12696	\|	*[787]	SOFTWARE[787]
66-189	12697-12703	Shadow	*[787]	SOFTWARE[787]
66-190	12704-12705	\|	*[787]	SOFTWARE[787]
66-191	12706-12716	Non-Shadow	*[787]	SOFTWARE[787]
66-192	12717-12718	\|	*[787]	SOFTWARE[787]
66-193	12719-12720	\|	*[787]	SOFTWARE[787]
66-194	12720-12721	-	*[787]	SOFTWARE[787]
66-195	12721-12722	-	*[787]	SOFTWARE[787]
66-196	12722-12723	-	*[787]	SOFTWARE[787]
66-197	12723-12724	-	*[787]	SOFTWARE[787]
66-198	12724-12725	-	*[787]	SOFTWARE[787]
66-199	12725-12726	-	*[787]	SOFTWARE[787]
66-200	12726-12727	-	*[787]	SOFTWARE[787]
66-201	12727-12728	-	*[787]	SOFTWARE[787]
66-202	12728-12729	-	*[787]	SOFTWARE[787]
66-203	12729-12730	-	*[787]	SOFTWARE[787]
66-204	12730-12731	-	*[787]	SOFTWARE[787]
66-205	12731-12732	-	*[787]	SOFTWARE[787]
66-206	12732-12733	-	*[787]	SOFTWARE[787]
66-207	12733-12734	-	*[787]	SOFTWARE[787]
66-208	12734-12735	-	*[787]	SOFTWARE[787]
66-209	12735-12736	-	*[787]	SOFTWARE[787]
66-210	12736-12737	-	*[787]	SOFTWARE[787]
66-211	12737-12738	-	*[787]	SOFTWARE[787]
66-212	12738-12739	\|	*[787]	SOFTWARE[787]
66-213	12739-12740	-	*[787]	SOFTWARE[787]
66-214	12740-12741	-	*[787]	SOFTWARE[787]
66-215	12741-12742	-	*[787]	SOFTWARE[787]
66-216	12742-12743	-	*[787]	SOFTWARE[787]
66-217	12743-12744	-	*[787]	SOFTWARE[787]
66-218	12744-12745	-	*[787]	SOFTWARE[787]
66-219	12745-12746	-	*[787]	SOFTWARE[787]
66-220	12746-12747	-	*[787]	SOFTWARE[787]
66-221	12747-12748	-	*[787]	SOFTWARE[787]
66-222	12748-12749	-	*[787]	SOFTWARE[787]
66-223	12749-12750	\|	*[787]	SOFTWARE[787]
66-224	12750-12751	-	*[787]	SOFTWARE[787]
66-225	12751-12752	-	*[787]	SOFTWARE[787]
66-226	12752-12753	-	*[787]	SOFTWARE[787]
66-227	12753-12754	-	*[787]	SOFTWARE[787]
66-228	12754-12755	-	*[787]	SOFTWARE[787]
66-229	12755-12756	-	*[787]	SOFTWARE[787]
66-230	12756-12757	-	*[787]	SOFTWARE[787]
66-231	12757-12758	-	*[787]	SOFTWARE[787]
66-232	12758-12759	-	*[787]	SOFTWARE[787]
66-233	12759-12760	-	*[787]	SOFTWARE[787]
66-234	12760-12761	\|	*[787]	SOFTWARE[787]
66-235	12761-12762	-	*[787]	SOFTWARE[787]
66-236	12762-12763	-	*[787]	SOFTWARE[787]
66-237	12763-12764	-	*[787]	SOFTWARE[787]
66-238	12764-12765	-	*[787]	SOFTWARE[787]
66-239	12765-12766	-	*[787]	SOFTWARE[787]
66-240	12766-12767	-	*[787]	SOFTWARE[787]
66-241	12767-12768	\|	*[787]	SOFTWARE[787]
66-242	12768-12769	-	*[787]	SOFTWARE[787]
66-243	12769-12770	-	*[787]	SOFTWARE[787]
66-244	12770-12771	-	*[787]	SOFTWARE[787]
66-245	12771-12772	-	*[787]	SOFTWARE[787]
66-246	12772-12773	-	*[787]	SOFTWARE[787]
66-247	12773-12774	-	*[787]	SOFTWARE[787]
66-248	12774-12775	\|	*[787]	SOFTWARE[787]
66-249	12776-12777	\|	*[787]	SOFTWARE[787]
66-250	12778-12779	\*	*[787]	SOFTWARE[787]
66-251	12779-12780	\*	*[787]	SOFTWARE[787]
66-252	12780-12792	DC-ShadowNet	*[787]	SOFTWARE[787]
66-253	12792-12793	\*	*[787]	SOFTWARE[787]
66-254	12793-12794	\*	*[787]	SOFTWARE[787]
66-255	12795-12796	\|	*[787]	SOFTWARE[787]
66-256	12797-12805	Unpaired	*[787]	SOFTWARE[787]
66-257	12806-12807	\|	*[787]	SOFTWARE[787]
66-258	12808-12809	\*	*[787]	SOFTWARE[787]
66-259	12809-12810	\*	*[787]	SOFTWARE[787]
66-260	12810-12814	6.57	*[787]	SOFTWARE[787]
66-261	12814-12815	\*	*[787]	SOFTWARE[787]
66-262	12815-12816	\*	*[787]	SOFTWARE[787]
66-263	12817-12818	\|	*[787]	SOFTWARE[787]
66-264	12819-12820	\*	*[787]	SOFTWARE[787]
66-265	12820-12821	\*	*[787]	SOFTWARE[787]
66-266	12821-12825	9.84	*[787]	SOFTWARE[787]
66-267	12825-12826	\*	*[787]	SOFTWARE[787]
66-268	12826-12827	\*	*[787]	SOFTWARE[787]
66-269	12828-12829	\|	*[787]	SOFTWARE[787]
66-270	12830-12831	\*	*[787]	SOFTWARE[787]
66-271	12831-12832	\*	*[787]	SOFTWARE[787]
66-272	12832-12836	5.52	*[787]	SOFTWARE[787]
66-273	12836-12837	\*	*[787]	SOFTWARE[787]
66-274	12837-12838	\*	*[787]	SOFTWARE[787]
66-275	12839-12840	\|	*[787]	SOFTWARE[787]
66-276	12842-12843	#	*[787]	SOFTWARE[787]
66-277	12843-12844	#	*[787]	SOFTWARE[787]
66-278	12844-12845	#	*[787]	SOFTWARE[787]
66-279	12846-12847	2	*[787]	SOFTWARE[787]
66-280	12847-12848	.	*[787]	SOFTWARE[787]

#Text=AISTD Dataset Evaluation set the paths of the \[shadow removal result\](https://github.com/jinyeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal/blob/eefcc9ee23842847a40f40610c129ecba82f5d21/evaluation/demo\_aistd\_release.m#L21) and the dataset in `evaluation/demo\_aistd\_release.m` and then run it. ``` demo\_aistd\_release.m ```  Get the following Table 2 in the main paper on the AISTD (size: 256x256): \| Method \| Training \| All \| Shadow \| Non-Shadow \| \|------------------\|----------\|---------\|----------\|-----\| \| \*\*DC-ShadowNet\*\* \| Unpaired \| \*\*4.7\*\* \| \*\*10.6\*\* \| 3.7 \|  For AISTD (size: 480x640): \| Method \| Training \| All \| Shadow \| Non-Shadow \| \|------------------\|----------\|---------\|----------\|-----\| \| \*\*DC-ShadowNet\*\* \| Unpaired \| \*\*6.33\*\* \| \*\*11.37\*\* \| \*\*5.38\*\* \|  ### 3.
67-1	12849-12854	AISTD	*[787]	SOFTWARE[787]
67-2	12855-12862	Dataset	*[787]	SOFTWARE[787]
67-3	12863-12873	Evaluation	*[787]	SOFTWARE[787]
67-4	12874-12877	set	*[787]	SOFTWARE[787]
67-5	12878-12881	the	*[787]	SOFTWARE[787]
67-6	12882-12887	paths	*[787]	SOFTWARE[787]
67-7	12888-12890	of	*[787]	SOFTWARE[787]
67-8	12891-12894	the	*[787]	SOFTWARE[787]
67-9	12895-12896	\[	*[787]	SOFTWARE[787]
67-10	12896-12902	shadow	*[787]	SOFTWARE[787]
67-11	12903-12910	removal	*[787]	SOFTWARE[787]
67-12	12911-12917	result	*[787]	SOFTWARE[787]
67-13	12917-12918	\]	*[787]	SOFTWARE[787]
67-14	12918-12919	(	*[787]	SOFTWARE[787]
67-15	12919-12924	https	*[787]	SOFTWARE[787]
67-16	12924-12925	:	*[787]	SOFTWARE[787]
67-17	12925-12926	/	*[787]	SOFTWARE[787]
67-18	12926-12927	/	*[787]	SOFTWARE[787]
67-19	12927-12937	github.com	*[787]	SOFTWARE[787]
67-20	12937-12938	/	*[787]	SOFTWARE[787]
67-21	12938-12947	jinyeying	*[787]	SOFTWARE[787]
67-22	12947-12948	/	*[787]	SOFTWARE[787]
67-23	12948-12989	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
67-24	12989-12990	/	*[787]	SOFTWARE[787]
67-25	12990-12994	blob	*[787]	SOFTWARE[787]
67-26	12994-12995	/	*[787]	SOFTWARE[787]
67-27	12995-13035	eefcc9ee23842847a40f40610c129ecba82f5d21	*[787]	SOFTWARE[787]
67-28	13035-13036	/	*[787]	SOFTWARE[787]
67-29	13036-13046	evaluation	*[787]	SOFTWARE[787]
67-30	13046-13047	/	*[787]	SOFTWARE[787]
67-31	13047-13067	demo\_aistd\_release.m	*[787]	SOFTWARE[787]
67-32	13067-13068	#	*[787]	SOFTWARE[787]
67-33	13068-13071	L21	*[787]	SOFTWARE[787]
67-34	13071-13072	)	*[787]	SOFTWARE[787]
67-35	13073-13076	and	*[787]	SOFTWARE[787]
67-36	13077-13080	the	*[787]	SOFTWARE[787]
67-37	13081-13088	dataset	*[787]	SOFTWARE[787]
67-38	13089-13091	in	*[787]	SOFTWARE[787]
67-39	13092-13093	`	*[787]	SOFTWARE[787]
67-40	13093-13103	evaluation	*[787]	SOFTWARE[787]
67-41	13103-13104	/	*[787]	SOFTWARE[787]
67-42	13104-13124	demo\_aistd\_release.m	*[787]	SOFTWARE[787]
67-43	13124-13125	`	*[787]	SOFTWARE[787]
67-44	13126-13129	and	*[787]	SOFTWARE[787]
67-45	13130-13134	then	*[787]	SOFTWARE[787]
67-46	13135-13138	run	*[787]	SOFTWARE[787]
67-47	13139-13141	it	*[787]	SOFTWARE[787]
67-48	13141-13142	.	*[787]	SOFTWARE[787]
67-49	13143-13144	`	*[787]	SOFTWARE[787]
67-50	13144-13145	`	*[787]	SOFTWARE[787]
67-51	13145-13146	`	*[787]	SOFTWARE[787]
67-52	13147-13167	demo\_aistd\_release.m	*[787]	SOFTWARE[787]
67-53	13168-13169	`	*[787]	SOFTWARE[787]
67-54	13169-13170	`	*[787]	SOFTWARE[787]
67-55	13170-13171	`	*[787]	SOFTWARE[787]
67-56	13173-13176	Get	*[787]	SOFTWARE[787]
67-57	13177-13180	the	*[787]	SOFTWARE[787]
67-58	13181-13190	following	*[787]	SOFTWARE[787]
67-59	13191-13196	Table	*[787]	SOFTWARE[787]
67-60	13197-13198	2	*[787]	SOFTWARE[787]
67-61	13199-13201	in	*[787]	SOFTWARE[787]
67-62	13202-13205	the	*[787]	SOFTWARE[787]
67-63	13206-13210	main	*[787]	SOFTWARE[787]
67-64	13211-13216	paper	*[787]	SOFTWARE[787]
67-65	13217-13219	on	*[787]	SOFTWARE[787]
67-66	13220-13223	the	*[787]	SOFTWARE[787]
67-67	13224-13229	AISTD	*[787]	SOFTWARE[787]
67-68	13230-13231	(	*[787]	SOFTWARE[787]
67-69	13231-13235	size	*[787]	SOFTWARE[787]
67-70	13235-13236	:	*[787]	SOFTWARE[787]
67-71	13237-13244	256x256	*[787]	SOFTWARE[787]
67-72	13244-13245	)	*[787]	SOFTWARE[787]
67-73	13245-13246	:	*[787]	SOFTWARE[787]
67-74	13247-13248	\|	*[787]	SOFTWARE[787]
67-75	13249-13255	Method	*[787]	SOFTWARE[787]
67-76	13256-13257	\|	*[787]	SOFTWARE[787]
67-77	13258-13266	Training	*[787]	SOFTWARE[787]
67-78	13267-13268	\|	*[787]	SOFTWARE[787]
67-79	13269-13272	All	*[787]	SOFTWARE[787]
67-80	13273-13274	\|	*[787]	SOFTWARE[787]
67-81	13275-13281	Shadow	*[787]	SOFTWARE[787]
67-82	13282-13283	\|	*[787]	SOFTWARE[787]
67-83	13284-13294	Non-Shadow	*[787]	SOFTWARE[787]
67-84	13295-13296	\|	*[787]	SOFTWARE[787]
67-85	13297-13298	\|	*[787]	SOFTWARE[787]
67-86	13298-13299	-	*[787]	SOFTWARE[787]
67-87	13299-13300	-	*[787]	SOFTWARE[787]
67-88	13300-13301	-	*[787]	SOFTWARE[787]
67-89	13301-13302	-	*[787]	SOFTWARE[787]
67-90	13302-13303	-	*[787]	SOFTWARE[787]
67-91	13303-13304	-	*[787]	SOFTWARE[787]
67-92	13304-13305	-	*[787]	SOFTWARE[787]
67-93	13305-13306	-	*[787]	SOFTWARE[787]
67-94	13306-13307	-	*[787]	SOFTWARE[787]
67-95	13307-13308	-	*[787]	SOFTWARE[787]
67-96	13308-13309	-	*[787]	SOFTWARE[787]
67-97	13309-13310	-	*[787]	SOFTWARE[787]
67-98	13310-13311	-	*[787]	SOFTWARE[787]
67-99	13311-13312	-	*[787]	SOFTWARE[787]
67-100	13312-13313	-	*[787]	SOFTWARE[787]
67-101	13313-13314	-	*[787]	SOFTWARE[787]
67-102	13314-13315	-	*[787]	SOFTWARE[787]
67-103	13315-13316	-	*[787]	SOFTWARE[787]
67-104	13316-13317	\|	*[787]	SOFTWARE[787]
67-105	13317-13318	-	*[787]	SOFTWARE[787]
67-106	13318-13319	-	*[787]	SOFTWARE[787]
67-107	13319-13320	-	*[787]	SOFTWARE[787]
67-108	13320-13321	-	*[787]	SOFTWARE[787]
67-109	13321-13322	-	*[787]	SOFTWARE[787]
67-110	13322-13323	-	*[787]	SOFTWARE[787]
67-111	13323-13324	-	*[787]	SOFTWARE[787]
67-112	13324-13325	-	*[787]	SOFTWARE[787]
67-113	13325-13326	-	*[787]	SOFTWARE[787]
67-114	13326-13327	-	*[787]	SOFTWARE[787]
67-115	13327-13328	\|	*[787]	SOFTWARE[787]
67-116	13328-13329	-	*[787]	SOFTWARE[787]
67-117	13329-13330	-	*[787]	SOFTWARE[787]
67-118	13330-13331	-	*[787]	SOFTWARE[787]
67-119	13331-13332	-	*[787]	SOFTWARE[787]
67-120	13332-13333	-	*[787]	SOFTWARE[787]
67-121	13333-13334	-	*[787]	SOFTWARE[787]
67-122	13334-13335	-	*[787]	SOFTWARE[787]
67-123	13335-13336	-	*[787]	SOFTWARE[787]
67-124	13336-13337	-	*[787]	SOFTWARE[787]
67-125	13337-13338	\|	*[787]	SOFTWARE[787]
67-126	13338-13339	-	*[787]	SOFTWARE[787]
67-127	13339-13340	-	*[787]	SOFTWARE[787]
67-128	13340-13341	-	*[787]	SOFTWARE[787]
67-129	13341-13342	-	*[787]	SOFTWARE[787]
67-130	13342-13343	-	*[787]	SOFTWARE[787]
67-131	13343-13344	-	*[787]	SOFTWARE[787]
67-132	13344-13345	-	*[787]	SOFTWARE[787]
67-133	13345-13346	-	*[787]	SOFTWARE[787]
67-134	13346-13347	-	*[787]	SOFTWARE[787]
67-135	13347-13348	-	*[787]	SOFTWARE[787]
67-136	13348-13349	\|	*[787]	SOFTWARE[787]
67-137	13349-13350	-	*[787]	SOFTWARE[787]
67-138	13350-13351	-	*[787]	SOFTWARE[787]
67-139	13351-13352	-	*[787]	SOFTWARE[787]
67-140	13352-13353	-	*[787]	SOFTWARE[787]
67-141	13353-13354	-	*[787]	SOFTWARE[787]
67-142	13354-13355	\|	*[787]	SOFTWARE[787]
67-143	13356-13357	\|	*[787]	SOFTWARE[787]
67-144	13358-13359	\*	*[787]	SOFTWARE[787]
67-145	13359-13360	\*	*[787]	SOFTWARE[787]
67-146	13360-13372	DC-ShadowNet	*[787]	SOFTWARE[787]
67-147	13372-13373	\*	*[787]	SOFTWARE[787]
67-148	13373-13374	\*	*[787]	SOFTWARE[787]
67-149	13375-13376	\|	*[787]	SOFTWARE[787]
67-150	13377-13385	Unpaired	*[787]	SOFTWARE[787]
67-151	13386-13387	\|	*[787]	SOFTWARE[787]
67-152	13388-13389	\*	*[787]	SOFTWARE[787]
67-153	13389-13390	\*	*[787]	SOFTWARE[787]
67-154	13390-13393	4.7	*[787]	SOFTWARE[787]
67-155	13393-13394	\*	*[787]	SOFTWARE[787]
67-156	13394-13395	\*	*[787]	SOFTWARE[787]
67-157	13396-13397	\|	*[787]	SOFTWARE[787]
67-158	13398-13399	\*	*[787]	SOFTWARE[787]
67-159	13399-13400	\*	*[787]	SOFTWARE[787]
67-160	13400-13404	10.6	*[787]	SOFTWARE[787]
67-161	13404-13405	\*	*[787]	SOFTWARE[787]
67-162	13405-13406	\*	*[787]	SOFTWARE[787]
67-163	13407-13408	\|	*[787]	SOFTWARE[787]
67-164	13409-13412	3.7	*[787]	SOFTWARE[787]
67-165	13413-13414	\|	*[787]	SOFTWARE[787]
67-166	13416-13419	For	*[787]	SOFTWARE[787]
67-167	13420-13425	AISTD	*[787]	SOFTWARE[787]
67-168	13426-13427	(	*[787]	SOFTWARE[787]
67-169	13427-13431	size	*[787]	SOFTWARE[787]
67-170	13431-13432	:	*[787]	SOFTWARE[787]
67-171	13433-13440	480x640	*[787]	SOFTWARE[787]
67-172	13440-13441	)	*[787]	SOFTWARE[787]
67-173	13441-13442	:	*[787]	SOFTWARE[787]
67-174	13443-13444	\|	*[787]	SOFTWARE[787]
67-175	13445-13451	Method	*[787]	SOFTWARE[787]
67-176	13452-13453	\|	*[787]	SOFTWARE[787]
67-177	13454-13462	Training	*[787]	SOFTWARE[787]
