#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=## Accurate 3D Face Reconstruction with Weakly-Supervised Learning: From Single Image to Image Set ##  <p align="center">  <img src="/images/example.gif"> </p>  ### \*\*\_\\\*\\\*\\\*07/20/2021: A \[PyTorch implementation\](https://github.com/sicxu/Deep3DFaceRecon\_pytorch) which has much better performance and is much easier to use is available now.
1-1	0-1	#	*[523]|*[785]	SOFTWARE[523]|SOFTWARE[785]
37-14	5092-5093	`	*[785]	SOFTWARE[785]
37-15	5093-5094	`	*[785]	SOFTWARE[785]
37-16	5095-5097	cd	*[785]	SOFTWARE[785]
37-17	5098-5114	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
37-18	5115-5118	git	*[785]	SOFTWARE[785]
37-19	5119-5127	checkout	*[785]	SOFTWARE[785]
37-20	5128-5138	ba27ea1798	*[785]	SOFTWARE[785]
37-21	5139-5142	git	*[785]	SOFTWARE[785]
37-22	5143-5151	checkout	*[785]	SOFTWARE[785]
37-23	5152-5158	master	*[785]	SOFTWARE[785]
37-24	5159-5168	WORKSPACE	*[785]	SOFTWARE[785]
37-25	5169-5174	bazel	*[785]	SOFTWARE[785]
37-26	5175-5179	test	*[785]	SOFTWARE[785]
37-27	5180-5181	.	*[785]	SOFTWARE[785]
37-28	5181-5182	.	*[785]	SOFTWARE[785]
37-29	5182-5183	.	*[785]	SOFTWARE[785]
37-30	5184-5186	cd	*[785]	SOFTWARE[785]
37-31	5187-5188	.	*[785]	SOFTWARE[785]
37-32	5188-5189	.	*[785]	SOFTWARE[785]
37-33	5190-5191	`	*[785]	SOFTWARE[785]
37-34	5191-5192	`	*[785]	SOFTWARE[785]
37-35	5192-5193	`	*[785]	SOFTWARE[785]
37-36	5194-5196	If	*[785]	SOFTWARE[785]
37-37	5197-5200	the	*[785]	SOFTWARE[785]
37-38	5201-5208	library	*[785]	SOFTWARE[785]
37-39	5209-5211	is	*[785]	SOFTWARE[785]
37-40	5212-5220	compiled	*[785]	SOFTWARE[785]
37-41	5221-5230	correctly	*[785]	SOFTWARE[785]
37-42	5230-5231	,	*[785]	SOFTWARE[785]
37-43	5232-5237	there	*[785]	SOFTWARE[785]
37-44	5238-5244	should	*[785]	SOFTWARE[785]
37-45	5245-5247	be	*[785]	SOFTWARE[785]
37-46	5248-5249	a	*[785]	SOFTWARE[785]
37-47	5250-5254	file	*[785]	SOFTWARE[785]
37-48	5255-5260	named	*[785]	SOFTWARE[785]
37-49	5261-5262	"	*[785]	SOFTWARE[785]
37-50	5262-5291	rasterize\_triangles\_kernel.so	*[785]	SOFTWARE[785]
37-51	5291-5292	"	*[785]	SOFTWARE[785]
37-52	5293-5295	in	*[785]	SOFTWARE[785]
37-53	5296-5297	.	*[785]	SOFTWARE[785]

#Text=/tf\_mesh\_renderer/bazel-bin/mesh\_renderer/kernels.
38-1	5297-5298	/	*[785]	SOFTWARE[785]
38-2	5298-5314	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
38-3	5314-5315	/	*[785]	SOFTWARE[785]
38-4	5315-5324	bazel-bin	*[785]	SOFTWARE[785]
38-5	5324-5325	/	*[785]	SOFTWARE[785]
38-6	5325-5338	mesh\_renderer	*[785]	SOFTWARE[785]
38-7	5338-5339	/	*[785]	SOFTWARE[785]
38-8	5339-5346	kernels	*[785]	SOFTWARE[785]
38-9	5346-5347	.	*[785]	SOFTWARE[785]

#Text=After compilation, copy corresponding files to .
39-1	5350-5355	After	*[785]	SOFTWARE[785]
39-2	5356-5367	compilation	*[785]	SOFTWARE[785]
39-3	5367-5368	,	*[785]	SOFTWARE[785]
39-4	5369-5373	copy	*[785]	SOFTWARE[785]
39-5	5374-5387	corresponding	*[785]	SOFTWARE[785]
39-6	5388-5393	files	*[785]	SOFTWARE[785]
39-7	5394-5396	to	*[785]	SOFTWARE[785]
39-8	5397-5398	.	*[785]	SOFTWARE[785]

#Text=/renderer subfolder: ``` cd renderer cp .
40-1	5398-5399	/	*[785]	SOFTWARE[785]
40-2	5399-5407	renderer	*[785]	SOFTWARE[785]
40-3	5408-5417	subfolder	*[785]	SOFTWARE[785]
40-4	5417-5418	:	*[785]	SOFTWARE[785]
40-5	5419-5420	`	*[785]	SOFTWARE[785]
40-6	5420-5421	`	*[785]	SOFTWARE[785]
40-7	5421-5422	`	*[785]	SOFTWARE[785]
40-8	5423-5425	cd	*[785]	SOFTWARE[785]
40-9	5426-5434	renderer	*[785]	SOFTWARE[785]
40-10	5435-5437	cp	*[785]	SOFTWARE[785]
40-11	5438-5439	.	*[785]	SOFTWARE[785]

#Text=/tf\_mesh\_renderer/mesh\_renderer/{camera\_utils.py,mesh\_renderer.py,rasterize\_triangles.py} .
41-1	5439-5440	/	*[785]	SOFTWARE[785]
41-2	5440-5456	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
41-3	5456-5457	/	*[785]	SOFTWARE[785]
41-4	5457-5470	mesh\_renderer	*[785]	SOFTWARE[785]
41-5	5470-5471	/	*[785]	SOFTWARE[785]
41-6	5471-5472	{	*[785]	SOFTWARE[785]
41-7	5472-5487	camera\_utils.py	*[785]	SOFTWARE[785]
41-8	5487-5488	,	*[785]	SOFTWARE[785]
41-9	5488-5504	mesh\_renderer.py	*[785]	SOFTWARE[785]
41-10	5504-5505	,	*[785]	SOFTWARE[785]
41-11	5505-5527	rasterize\_triangles.py	*[785]	SOFTWARE[785]
41-12	5527-5528	}	*[785]	SOFTWARE[785]
41-13	5529-5530	.	*[785]	SOFTWARE[785]

#Text=/renderer/ cp .
42-1	5530-5531	/	*[785]	SOFTWARE[785]
42-2	5531-5539	renderer	*[785]	SOFTWARE[785]
42-3	5539-5540	/	*[785]	SOFTWARE[785]
42-4	5541-5543	cp	*[785]	SOFTWARE[785]
42-5	5544-5545	.	*[785]	SOFTWARE[785]

#Text=/tf\_mesh\_renderer/bazel-bin/mesh\_renderer/kernels/rasterize\_triangles\_kernel.so .
43-1	5545-5546	/	*[785]	SOFTWARE[785]
43-2	5546-5562	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
43-3	5562-5563	/	*[785]	SOFTWARE[785]
43-4	5563-5572	bazel-bin	*[785]	SOFTWARE[785]
43-5	5572-5573	/	*[785]	SOFTWARE[785]
43-6	5573-5586	mesh\_renderer	*[785]	SOFTWARE[785]
43-7	5586-5587	/	*[785]	SOFTWARE[785]
43-8	5587-5594	kernels	*[785]	SOFTWARE[785]
43-9	5594-5595	/	*[785]	SOFTWARE[785]
43-10	5595-5624	rasterize\_triangles\_kernel.so	*[785]	SOFTWARE[785]
43-11	5625-5626	.	*[785]	SOFTWARE[785]

#Text=/renderer/ ``` If you download our pre-compiled binary file, put it into .
44-1	5626-5627	/	*[785]	SOFTWARE[785]
44-2	5627-5635	renderer	*[785]	SOFTWARE[785]
44-3	5635-5636	/	*[785]	SOFTWARE[785]
44-4	5637-5638	`	*[785]	SOFTWARE[785]
44-5	5638-5639	`	*[785]	SOFTWARE[785]
44-6	5639-5640	`	*[785]	SOFTWARE[785]
44-7	5641-5643	If	*[785]	SOFTWARE[785]
44-8	5644-5647	you	*[785]	SOFTWARE[785]
44-9	5648-5656	download	*[785]	SOFTWARE[785]
44-10	5657-5660	our	*[785]	SOFTWARE[785]
44-11	5661-5673	pre-compiled	*[785]	SOFTWARE[785]
44-12	5674-5680	binary	*[785]	SOFTWARE[785]
44-13	5681-5685	file	*[785]	SOFTWARE[785]
44-14	5685-5686	,	*[785]	SOFTWARE[785]
44-15	5687-5690	put	*[785]	SOFTWARE[785]
44-16	5691-5693	it	*[785]	SOFTWARE[785]
44-17	5694-5698	into	*[785]	SOFTWARE[785]
44-18	5699-5700	.	*[785]	SOFTWARE[785]

#Text=/renderer subfolder as well.
45-1	5700-5701	/	*[785]	SOFTWARE[785]
45-2	5701-5709	renderer	*[785]	SOFTWARE[785]
45-3	5710-5719	subfolder	*[785]	SOFTWARE[785]
45-4	5720-5722	as	*[785]	SOFTWARE[785]
45-5	5723-5727	well	*[785]	SOFTWARE[785]
45-6	5727-5728	.	*[785]	SOFTWARE[785]

#Text=Replace the library path in Line 26 in .
46-1	5730-5737	Replace	*[785]	SOFTWARE[785]
46-2	5738-5741	the	*[785]	SOFTWARE[785]
46-3	5742-5749	library	*[785]	SOFTWARE[785]
46-4	5750-5754	path	*[785]	SOFTWARE[785]
46-5	5755-5757	in	*[785]	SOFTWARE[785]
46-6	5758-5762	Line	*[785]	SOFTWARE[785]
46-7	5763-5765	26	*[785]	SOFTWARE[785]
46-8	5766-5768	in	*[785]	SOFTWARE[785]
46-9	5769-5770	.	*[785]	SOFTWARE[785]

#Text=/renderer/rasterize\_triangles.py with ".
47-1	5770-5771	/	*[785]	SOFTWARE[785]
47-2	5771-5779	renderer	*[785]	SOFTWARE[785]
47-3	5779-5780	/	*[785]	SOFTWARE[785]
47-4	5780-5802	rasterize\_triangles.py	*[785]	SOFTWARE[785]
47-5	5803-5807	with	*[785]	SOFTWARE[785]
47-6	5808-5809	"	*[785]	SOFTWARE[785]
47-7	5809-5810	.	*[785]	SOFTWARE[785]

#Text=/renderer/rasterize\_triangles\_kernel.so".
48-1	5810-5811	/	*[785]	SOFTWARE[785]
48-2	5811-5819	renderer	*[785]	SOFTWARE[785]
48-3	5819-5820	/	*[785]	SOFTWARE[785]
48-4	5820-5849	rasterize\_triangles\_kernel.so	*[785]	SOFTWARE[785]
48-5	5849-5850	"	*[785]	SOFTWARE[785]
48-6	5850-5851	.	*[785]	SOFTWARE[785]

#Text=Replace "xrange" function in Line 109 in .
49-1	5853-5860	Replace	*[785]	SOFTWARE[785]
49-2	5861-5862	"	*[785]	SOFTWARE[785]
49-3	5862-5868	xrange	*[785]	SOFTWARE[785]
49-4	5868-5869	"	*[785]	SOFTWARE[785]
49-5	5870-5878	function	*[785]	SOFTWARE[785]
49-6	5879-5881	in	*[785]	SOFTWARE[785]
49-7	5882-5886	Line	*[785]	SOFTWARE[785]
49-8	5887-5890	109	*[785]	SOFTWARE[785]
49-9	5891-5893	in	*[785]	SOFTWARE[785]
49-10	5894-5895	.	*[785]	SOFTWARE[785]

#Text=/renderer/rasterize\_triangles.py with "range" function for compatibility with python3.   ### Testing with pre-trained network ###  1.
50-1	5895-5896	/	*[785]	SOFTWARE[785]
50-2	5896-5904	renderer	*[785]	SOFTWARE[785]
50-3	5904-5905	/	*[785]	SOFTWARE[785]
50-4	5905-5927	rasterize\_triangles.py	*[785]	SOFTWARE[785]
50-5	5928-5932	with	*[785]	SOFTWARE[785]
50-6	5933-5934	"	*[785]	SOFTWARE[785]
50-7	5934-5939	range	*[785]	SOFTWARE[785]
50-8	5939-5940	"	*[785]	SOFTWARE[785]
50-9	5941-5949	function	*[785]	SOFTWARE[785]
50-10	5950-5953	for	*[785]	SOFTWARE[785]
50-11	5954-5967	compatibility	*[785]	SOFTWARE[785]
50-12	5968-5972	with	*[785]	SOFTWARE[785]
50-13	5973-5980	python3	*[785]	SOFTWARE[785]
50-14	5980-5981	.	*[785]	SOFTWARE[785]
50-15	5984-5985	#	*[785]	SOFTWARE[785]
50-16	5985-5986	#	*[785]	SOFTWARE[785]
50-17	5986-5987	#	*[785]	SOFTWARE[785]
50-18	5988-5995	Testing	*[785]	SOFTWARE[785]
50-19	5996-6000	with	*[785]	SOFTWARE[785]
50-20	6001-6012	pre-trained	*[785]	SOFTWARE[785]
50-21	6013-6020	network	*[785]	SOFTWARE[785]
50-22	6021-6022	#	*[785]	SOFTWARE[785]
50-23	6022-6023	#	*[785]	SOFTWARE[785]
50-24	6023-6024	#	*[785]	SOFTWARE[785]
50-25	6026-6027	1	*[785]	SOFTWARE[785]
50-26	6027-6028	.	*[785]	SOFTWARE[785]

#Text=Download the Basel Face Model.
51-1	6029-6037	Download	*[785]	SOFTWARE[785]
51-2	6038-6041	the	*[785]	SOFTWARE[785]
51-3	6042-6047	Basel	*[785]	SOFTWARE[785]
51-4	6048-6052	Face	*[785]	SOFTWARE[785]
51-5	6053-6058	Model	*[785]	SOFTWARE[785]
51-6	6058-6059	.	*[785]	SOFTWARE[785]

#Text=Due to the license agreement of Basel Face Model, you have to download the BFM09 model after submitting an application on its \[home page\](https://faces.dmi.unibas.ch/bfm/main.php?
52-1	6060-6063	Due	*[785]	SOFTWARE[785]
52-2	6064-6066	to	*[785]	SOFTWARE[785]
52-3	6067-6070	the	*[785]	SOFTWARE[785]
52-4	6071-6078	license	*[785]	SOFTWARE[785]
52-5	6079-6088	agreement	*[785]	SOFTWARE[785]
52-6	6089-6091	of	*[785]	SOFTWARE[785]
52-7	6092-6097	Basel	*[785]	SOFTWARE[785]
52-8	6098-6102	Face	*[785]	SOFTWARE[785]
52-9	6103-6108	Model	*[785]	SOFTWARE[785]
52-10	6108-6109	,	*[785]	SOFTWARE[785]
52-11	6110-6113	you	*[785]	SOFTWARE[785]
52-12	6114-6118	have	*[785]	SOFTWARE[785]
52-13	6119-6121	to	*[785]	SOFTWARE[785]
52-14	6122-6130	download	*[785]	SOFTWARE[785]
52-15	6131-6134	the	*[785]	SOFTWARE[785]
52-16	6135-6140	BFM09	*[785]	SOFTWARE[785]
52-17	6141-6146	model	*[785]	SOFTWARE[785]
52-18	6147-6152	after	*[785]	SOFTWARE[785]
52-19	6153-6163	submitting	*[785]	SOFTWARE[785]
52-20	6164-6166	an	*[785]	SOFTWARE[785]
52-21	6167-6178	application	*[785]	SOFTWARE[785]
52-22	6179-6181	on	*[785]	SOFTWARE[785]
52-23	6182-6185	its	*[785]	SOFTWARE[785]
52-24	6186-6187	\[	*[785]	SOFTWARE[785]
52-25	6187-6191	home	*[785]	SOFTWARE[785]
52-26	6192-6196	page	*[785]	SOFTWARE[785]
52-27	6196-6197	\]	*[785]	SOFTWARE[785]
52-28	6197-6198	(	*[785]	SOFTWARE[785]
52-29	6198-6203	https	*[785]	SOFTWARE[785]
52-30	6203-6204	:	*[785]	SOFTWARE[785]
52-31	6204-6205	/	*[785]	SOFTWARE[785]
52-32	6205-6206	/	*[785]	SOFTWARE[785]
52-33	6206-6225	faces.dmi.unibas.ch	*[785]	SOFTWARE[785]
52-34	6225-6226	/	*[785]	SOFTWARE[785]
52-35	6226-6229	bfm	*[785]	SOFTWARE[785]
52-36	6229-6230	/	*[785]	SOFTWARE[785]
52-37	6230-6238	main.php	*[785]	SOFTWARE[785]
52-38	6238-6239	?	*[785]	SOFTWARE[785]

#Text=nav=1-2&id=downloads).
53-1	6239-6242	nav	*[785]	SOFTWARE[785]
53-2	6242-6243	=	*[785]	SOFTWARE[785]
53-3	6243-6244	1	*[785]	SOFTWARE[785]
53-4	6244-6245	-	*[785]	SOFTWARE[785]
53-5	6245-6247	2&	*[785]	SOFTWARE[785]
53-6	6247-6249	id	*[785]	SOFTWARE[785]
53-7	6249-6250	=	*[785]	SOFTWARE[785]
53-8	6250-6259	downloads	*[785]	SOFTWARE[785]
53-9	6259-6260	)	*[785]	SOFTWARE[785]
53-10	6260-6261	.	*[785]	SOFTWARE[785]

#Text=After getting the access to BFM data, download "01\_MorphableModel.mat" and put it into .
54-1	6262-6267	After	*[785]	SOFTWARE[785]
54-2	6268-6275	getting	*[785]	SOFTWARE[785]
54-3	6276-6279	the	*[785]	SOFTWARE[785]
54-4	6280-6286	access	*[785]	SOFTWARE[785]
54-5	6287-6289	to	*[785]	SOFTWARE[785]
54-6	6290-6293	BFM	*[785]	SOFTWARE[785]
54-7	6294-6298	data	*[785]	SOFTWARE[785]
54-8	6298-6299	,	*[785]	SOFTWARE[785]
54-9	6300-6308	download	*[785]	SOFTWARE[785]
54-10	6309-6310	"	*[785]	SOFTWARE[785]
54-11	6310-6312	01	*[785]	SOFTWARE[785]
54-12	6312-6313	\_	*[785]	SOFTWARE[785]
54-13	6313-6331	MorphableModel.mat	*[785]	SOFTWARE[785]
54-14	6331-6332	"	*[785]	SOFTWARE[785]
54-15	6333-6336	and	*[785]	SOFTWARE[785]
54-16	6337-6340	put	*[785]	SOFTWARE[785]
54-17	6341-6343	it	*[785]	SOFTWARE[785]
54-18	6344-6348	into	*[785]	SOFTWARE[785]
54-19	6349-6350	.	*[785]	SOFTWARE[785]

#Text=/BFM subfolder.  2.
55-1	6350-6351	/	*[785]	SOFTWARE[785]
55-2	6351-6354	BFM	*[785]	SOFTWARE[785]
55-3	6355-6364	subfolder	*[785]	SOFTWARE[785]
55-4	6364-6365	.	*[785]	SOFTWARE[785]
55-5	6367-6368	2	*[785]	SOFTWARE[785]
55-6	6368-6369	.	*[785]	SOFTWARE[785]

#Text=Download the Expression Basis provided by \[Guo et al.\]
56-1	6370-6378	Download	*[785]	SOFTWARE[785]
56-2	6379-6382	the	*[785]	SOFTWARE[785]
56-3	6383-6393	Expression	*[785]	SOFTWARE[785]
56-4	6394-6399	Basis	*[785]	SOFTWARE[785]
56-5	6400-6408	provided	*[785]	SOFTWARE[785]
56-6	6409-6411	by	*[785]	SOFTWARE[785]
56-7	6412-6413	\[	*[785]	SOFTWARE[785]
56-8	6413-6416	Guo	*[785]	SOFTWARE[785]
56-9	6417-6419	et	*[785]	SOFTWARE[785]
56-10	6420-6422	al	*[785]	SOFTWARE[785]
56-11	6422-6423	.	*[785]	SOFTWARE[785]
56-12	6423-6424	\]	*[785]	SOFTWARE[785]

#Text=(https://github.com/Juyong/3DFace) You can find a link named "CoarseData" in the first row of Introduction part in their repository.
57-1	6424-6425	(	*[785]	SOFTWARE[785]
57-2	6425-6430	https	*[785]	SOFTWARE[785]
57-3	6430-6431	:	*[785]	SOFTWARE[785]
57-4	6431-6432	/	*[785]	SOFTWARE[785]
57-5	6432-6433	/	*[785]	SOFTWARE[785]
57-6	6433-6443	github.com	*[785]	SOFTWARE[785]
57-7	6443-6444	/	*[785]	SOFTWARE[785]
57-8	6444-6450	Juyong	*[785]	SOFTWARE[785]
57-9	6450-6451	/	*[785]	SOFTWARE[785]
57-10	6451-6457	3DFace	*[785]	SOFTWARE[785]
57-11	6457-6458	)	*[785]	SOFTWARE[785]
57-12	6459-6462	You	*[785]	SOFTWARE[785]
57-13	6463-6466	can	*[785]	SOFTWARE[785]
57-14	6467-6471	find	*[785]	SOFTWARE[785]
57-15	6472-6473	a	*[785]	SOFTWARE[785]
57-16	6474-6478	link	*[785]	SOFTWARE[785]
57-17	6479-6484	named	*[785]	SOFTWARE[785]
57-18	6485-6486	"	*[785]	SOFTWARE[785]
57-19	6486-6496	CoarseData	*[785]	SOFTWARE[785]
57-20	6496-6497	"	*[785]	SOFTWARE[785]
57-21	6498-6500	in	*[785]	SOFTWARE[785]
57-22	6501-6504	the	*[785]	SOFTWARE[785]
57-23	6505-6510	first	*[785]	SOFTWARE[785]
57-24	6511-6514	row	*[785]	SOFTWARE[785]
57-25	6515-6517	of	*[785]	SOFTWARE[785]
57-26	6518-6530	Introduction	*[785]	SOFTWARE[785]
57-27	6531-6535	part	*[785]	SOFTWARE[785]
57-28	6536-6538	in	*[785]	SOFTWARE[785]
57-29	6539-6544	their	*[785]	SOFTWARE[785]
57-30	6545-6555	repository	*[785]	SOFTWARE[785]
57-31	6555-6556	.	*[785]	SOFTWARE[785]

#Text=Download and unzip the Coarse\_Dataset.zip.
58-1	6557-6565	Download	*[785]	SOFTWARE[785]
58-2	6566-6569	and	*[785]	SOFTWARE[785]
58-3	6570-6575	unzip	*[785]	SOFTWARE[785]
58-4	6576-6579	the	*[785]	SOFTWARE[785]
58-5	6580-6598	Coarse\_Dataset.zip	*[785]	SOFTWARE[785]
58-5	6580-6586	Coarse	*[785]	SOFTWARE[785]
58-6	6598-6599	.	*[785]	SOFTWARE[785]

#Text=Put "Exp\_Pca.bin" into .
59-1	6600-6603	Put	*[785]	SOFTWARE[785]
59-2	6604-6605	"	*[785]	SOFTWARE[785]
59-3	6605-6616	Exp\_Pca.bin	*[785]	SOFTWARE[785]
59-4	6616-6617	"	*[785]	SOFTWARE[785]
59-5	6618-6622	into	*[785]	SOFTWARE[785]
59-6	6623-6624	.	*[785]	SOFTWARE[785]

#Text=/BFM subfolder.
60-1	6624-6625	/	*[785]	SOFTWARE[785]
60-2	6625-6628	BFM	*[785]	SOFTWARE[785]
60-3	6629-6638	subfolder	*[785]	SOFTWARE[785]
60-4	6638-6639	.	*[785]	SOFTWARE[785]

#Text=The expression basis are constructed using \[Facewarehouse\](http://kunzhou.net/zjugaps/facewarehouse/) data and transferred to BFM topology.  3.
61-1	6640-6643	The	*[785]	SOFTWARE[785]
61-2	6644-6654	expression	*[785]	SOFTWARE[785]
61-3	6655-6660	basis	*[785]	SOFTWARE[785]
61-4	6661-6664	are	*[785]	SOFTWARE[785]
61-5	6665-6676	constructed	*[785]	SOFTWARE[785]
61-6	6677-6682	using	*[785]	SOFTWARE[785]
61-7	6683-6684	\[	*[785]	SOFTWARE[785]
61-8	6684-6697	Facewarehouse	*[785]	SOFTWARE[785]
61-9	6697-6698	\]	*[785]	SOFTWARE[785]
61-10	6698-6699	(	*[785]	SOFTWARE[785]
61-11	6699-6703	http	*[785]	SOFTWARE[785]
61-12	6703-6704	:	*[785]	SOFTWARE[785]
61-13	6704-6705	/	*[785]	SOFTWARE[785]
61-14	6705-6706	/	*[785]	SOFTWARE[785]
61-15	6706-6717	kunzhou.net	*[785]	SOFTWARE[785]
61-16	6717-6718	/	*[785]	SOFTWARE[785]
61-17	6718-6725	zjugaps	*[785]	SOFTWARE[785]
61-18	6725-6726	/	*[785]	SOFTWARE[785]
61-19	6726-6739	facewarehouse	*[785]	SOFTWARE[785]
61-20	6739-6740	/	*[785]	SOFTWARE[785]
61-21	6740-6741	)	*[785]	SOFTWARE[785]
61-22	6742-6746	data	*[785]	SOFTWARE[785]
61-23	6747-6750	and	*[785]	SOFTWARE[785]
61-24	6751-6762	transferred	*[785]	SOFTWARE[785]
61-25	6763-6765	to	*[785]	SOFTWARE[785]
61-26	6766-6769	BFM	*[785]	SOFTWARE[785]
61-27	6770-6778	topology	*[785]	SOFTWARE[785]
61-28	6778-6779	.	*[785]	SOFTWARE[785]
61-29	6781-6782	3	*[785]	SOFTWARE[785]
61-30	6782-6783	.	*[785]	SOFTWARE[785]

#Text=Download the pre-trained \[reconstruction network\](https://drive.google.com/file/d/176LCdUDxAj7T2awQ5knPMPawq5Q2RUWM/view?
62-1	6784-6792	Download	*[785]	SOFTWARE[785]
62-2	6793-6796	the	*[785]	SOFTWARE[785]
62-3	6797-6808	pre-trained	*[785]	SOFTWARE[785]
62-4	6809-6810	\[	*[785]	SOFTWARE[785]
62-5	6810-6824	reconstruction	*[785]	SOFTWARE[785]
62-6	6825-6832	network	*[785]	SOFTWARE[785]
62-7	6832-6833	\]	*[785]	SOFTWARE[785]
62-8	6833-6834	(	*[785]	SOFTWARE[785]
62-9	6834-6839	https	*[785]	SOFTWARE[785]
62-10	6839-6840	:	*[785]	SOFTWARE[785]
62-11	6840-6841	/	*[785]	SOFTWARE[785]
62-12	6841-6842	/	*[785]	SOFTWARE[785]
62-13	6842-6858	drive.google.com	*[785]	SOFTWARE[785]
62-14	6858-6859	/	*[785]	SOFTWARE[785]
62-15	6859-6863	file	*[785]	SOFTWARE[785]
62-16	6863-6864	/	*[785]	SOFTWARE[785]
62-17	6864-6865	d	*[785]	SOFTWARE[785]
62-18	6865-6866	/	*[785]	SOFTWARE[785]
62-19	6866-6899	176LCdUDxAj7T2awQ5knPMPawq5Q2RUWM	*[785]	SOFTWARE[785]
62-20	6899-6900	/	*[785]	SOFTWARE[785]
62-21	6900-6904	view	*[785]	SOFTWARE[785]
62-22	6904-6905	?	*[785]	SOFTWARE[785]

#Text=usp=sharing), unzip it and put "FaceReconModel.pb" into .
63-1	6905-6908	usp	*[785]	SOFTWARE[785]
63-2	6908-6909	=	*[785]	SOFTWARE[785]
63-3	6909-6916	sharing	*[785]	SOFTWARE[785]
63-4	6916-6917	)	*[785]	SOFTWARE[785]
63-5	6917-6918	,	*[785]	SOFTWARE[785]
63-6	6919-6924	unzip	*[785]	SOFTWARE[785]
63-7	6925-6927	it	*[785]	SOFTWARE[785]
63-8	6928-6931	and	*[785]	SOFTWARE[785]
63-9	6932-6935	put	*[785]	SOFTWARE[785]
63-10	6936-6937	"	*[785]	SOFTWARE[785]
63-11	6937-6954	FaceReconModel.pb	*[785]	SOFTWARE[785]
63-12	6954-6955	"	*[785]	SOFTWARE[785]
63-13	6956-6960	into	*[785]	SOFTWARE[785]
63-14	6961-6962	.	*[785]	SOFTWARE[785]

#Text=/network subfolder.  4.
64-1	6962-6963	/	*[785]	SOFTWARE[785]
64-2	6963-6970	network	*[785]	SOFTWARE[785]
64-3	6971-6980	subfolder	*[785]	SOFTWARE[785]
64-4	6980-6981	.	*[785]	SOFTWARE[785]
64-5	6983-6984	4	*[785]	SOFTWARE[785]
64-6	6984-6985	.	*[785]	SOFTWARE[785]

#Text=Run the demo code.  ``` python demo.py ```  5. .
65-1	6986-6989	Run	*[785]	SOFTWARE[785]
65-2	6990-6993	the	*[785]	SOFTWARE[785]
65-3	6994-6998	demo	*[785]	SOFTWARE[785]
65-4	6999-7003	code	*[785]	SOFTWARE[785]
65-5	7003-7004	.	*[785]	SOFTWARE[785]
65-6	7006-7007	`	*[785]	SOFTWARE[785]
65-7	7007-7008	`	*[785]	SOFTWARE[785]
65-8	7008-7009	`	*[785]	SOFTWARE[785]
65-9	7010-7016	python	*[785]	SOFTWARE[785]
65-10	7017-7024	demo.py	*[785]	SOFTWARE[785]
65-11	7025-7026	`	*[785]	SOFTWARE[785]
65-12	7026-7027	`	*[785]	SOFTWARE[785]
65-13	7027-7028	`	*[785]	SOFTWARE[785]
65-14	7030-7031	5	*[785]	SOFTWARE[785]
65-15	7031-7032	.	*[785]	SOFTWARE[785]
65-16	7033-7034	.	*[785]	SOFTWARE[785]

#Text=/input subfolder contains several test images and .
66-1	7034-7035	/	*[785]	SOFTWARE[785]
66-2	7035-7040	input	*[785]	SOFTWARE[785]
66-3	7041-7050	subfolder	*[785]	SOFTWARE[785]
66-4	7051-7059	contains	*[785]	SOFTWARE[785]
66-5	7060-7067	several	*[785]	SOFTWARE[785]
66-6	7068-7072	test	*[785]	SOFTWARE[785]
66-7	7073-7079	images	*[785]	SOFTWARE[785]
66-8	7080-7083	and	*[785]	SOFTWARE[785]
66-9	7084-7085	.	*[785]	SOFTWARE[785]

#Text=/output subfolder stores their reconstruction results.
67-1	7085-7086	/	*[785]	SOFTWARE[785]
67-2	7086-7092	output	*[785]	SOFTWARE[785]
67-3	7093-7102	subfolder	*[785]	SOFTWARE[785]
67-4	7103-7109	stores	*[785]	SOFTWARE[785]
67-5	7110-7115	their	*[785]	SOFTWARE[785]
67-6	7116-7130	reconstruction	*[785]	SOFTWARE[785]
67-7	7131-7138	results	*[785]	SOFTWARE[785]
67-8	7138-7139	.	*[785]	SOFTWARE[785]

#Text=For each input test image, two output files can be obtained after running the demo code:  - "xxx.mat" :    - cropped\_img: an RGB image after alignment, which is the input to the R-Net   - recon\_img: an RGBA reconstruction image aligned with the input image (only on Linux)
68-1	7140-7143	For	*[785]	SOFTWARE[785]
68-2	7144-7148	each	*[785]	SOFTWARE[785]
68-3	7149-7154	input	*[785]	SOFTWARE[785]
68-4	7155-7159	test	*[785]	SOFTWARE[785]
68-5	7160-7165	image	*[785]	SOFTWARE[785]
68-6	7165-7166	,	*[785]	SOFTWARE[785]
68-7	7167-7170	two	*[785]	SOFTWARE[785]
68-8	7171-7177	output	*[785]	SOFTWARE[785]
68-9	7178-7183	files	*[785]	SOFTWARE[785]
68-10	7184-7187	can	*[785]	SOFTWARE[785]
68-11	7188-7190	be	*[785]	SOFTWARE[785]
