#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">PFHedge: Deep Hedging in PyTorch</h1>  \[!
1-1	0-1	<	*[523]|*[788]	SOFTWARE[523]|SOFTWARE[788]
30-38	6026-6065	pfhedge.instruments.LookbackOption.html	*[788]	SOFTWARE[788]
30-38	6026-6033	pfhedge	*[788]	SOFTWARE[788]
30-39	6065-6066	)	*[788]	SOFTWARE[788]
30-40	6066-6067	,	*[788]	SOFTWARE[788]
30-41	6068-6069	\[	*[788]	SOFTWARE[788]
30-42	6069-6070	`	*[788]	SOFTWARE[788]
30-43	6070-6082	VarianceSwap	*[788]	SOFTWARE[788]
30-44	6082-6083	`	*[788]	SOFTWARE[788]
30-45	6083-6084	\]	*[788]	SOFTWARE[788]
30-46	6084-6085	(	*[788]	SOFTWARE[788]
30-47	6085-6090	https	*[788]	SOFTWARE[788]
30-48	6090-6091	:	*[788]	SOFTWARE[788]
30-49	6091-6092	/	*[788]	SOFTWARE[788]
30-50	6092-6093	/	*[788]	SOFTWARE[788]
30-51	6093-6117	pfnet-research.github.io	*[788]	SOFTWARE[788]
30-52	6117-6118	/	*[788]	SOFTWARE[788]
30-53	6118-6125	pfhedge	*[788]	SOFTWARE[788]
30-54	6125-6126	/	*[788]	SOFTWARE[788]
30-55	6126-6135	generated	*[788]	SOFTWARE[788]
30-56	6135-6136	/	*[788]	SOFTWARE[788]
30-57	6136-6173	pfhedge.instruments.VarianceSwap.html	*[788]	SOFTWARE[788]
30-57	6136-6143	pfhedge	*[788]	SOFTWARE[788]
30-58	6173-6174	)	*[788]	SOFTWARE[788]
30-59	6174-6175	,	*[788]	SOFTWARE[788]
30-60	6176-6179	and	*[788]	SOFTWARE[788]
30-61	6180-6182	so	*[788]	SOFTWARE[788]
30-62	6183-6188	forth	*[788]	SOFTWARE[788]
30-63	6188-6189	.	*[788]	SOFTWARE[788]

#Text=We consider a \[`BrownianStock`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.instruments.BrownianStock.html), which is a stock following the \[geometric Brownian motion\](https://en.wikipedia.org/wiki/Geometric\_Brownian\_motion), and a \[`EuropeanOption`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.instruments.EuropeanOption.html) which is contingent on it.
31-1	6191-6193	We	*[788]	SOFTWARE[788]
31-2	6194-6202	consider	*[788]	SOFTWARE[788]
31-3	6203-6204	a	*[788]	SOFTWARE[788]
31-4	6205-6206	\[	*[788]	SOFTWARE[788]
31-5	6206-6207	`	*[788]	SOFTWARE[788]
31-6	6207-6220	BrownianStock	*[788]	SOFTWARE[788]
31-7	6220-6221	`	*[788]	SOFTWARE[788]
31-8	6221-6222	\]	*[788]	SOFTWARE[788]
31-9	6222-6223	(	*[788]	SOFTWARE[788]
31-10	6223-6228	https	*[788]	SOFTWARE[788]
31-11	6228-6229	:	*[788]	SOFTWARE[788]
31-12	6229-6230	/	*[788]	SOFTWARE[788]
31-13	6230-6231	/	*[788]	SOFTWARE[788]
31-14	6231-6255	pfnet-research.github.io	*[788]	SOFTWARE[788]
31-15	6255-6256	/	*[788]	SOFTWARE[788]
31-16	6256-6263	pfhedge	*[788]	SOFTWARE[788]
31-17	6263-6264	/	*[788]	SOFTWARE[788]
31-18	6264-6273	generated	*[788]	SOFTWARE[788]
31-19	6273-6274	/	*[788]	SOFTWARE[788]
31-20	6274-6312	pfhedge.instruments.BrownianStock.html	*[788]	SOFTWARE[788]
31-20	6274-6281	pfhedge	*[788]	SOFTWARE[788]
31-21	6312-6313	)	*[788]	SOFTWARE[788]
31-22	6313-6314	,	*[788]	SOFTWARE[788]
31-23	6315-6320	which	*[788]	SOFTWARE[788]
31-24	6321-6323	is	*[788]	SOFTWARE[788]
31-25	6324-6325	a	*[788]	SOFTWARE[788]
31-26	6326-6331	stock	*[788]	SOFTWARE[788]
31-27	6332-6341	following	*[788]	SOFTWARE[788]
31-28	6342-6345	the	*[788]	SOFTWARE[788]
31-29	6346-6347	\[	*[788]	SOFTWARE[788]
31-30	6347-6356	geometric	*[788]	SOFTWARE[788]
31-31	6357-6365	Brownian	*[788]	SOFTWARE[788]
31-32	6366-6372	motion	*[788]	SOFTWARE[788]
31-33	6372-6373	\]	*[788]	SOFTWARE[788]
31-34	6373-6374	(	*[788]	SOFTWARE[788]
31-35	6374-6379	https	*[788]	SOFTWARE[788]
31-36	6379-6380	:	*[788]	SOFTWARE[788]
31-37	6380-6381	/	*[788]	SOFTWARE[788]
31-38	6381-6382	/	*[788]	SOFTWARE[788]
31-39	6382-6398	en.wikipedia.org	*[788]	SOFTWARE[788]
31-40	6398-6399	/	*[788]	SOFTWARE[788]
31-41	6399-6403	wiki	*[788]	SOFTWARE[788]
31-42	6403-6404	/	*[788]	SOFTWARE[788]
31-43	6404-6429	Geometric\_Brownian\_motion	*[788]	SOFTWARE[788]
31-44	6429-6430	)	*[788]	SOFTWARE[788]
31-45	6430-6431	,	*[788]	SOFTWARE[788]
31-46	6432-6435	and	*[788]	SOFTWARE[788]
31-47	6436-6437	a	*[788]	SOFTWARE[788]
31-48	6438-6439	\[	*[788]	SOFTWARE[788]
31-49	6439-6440	`	*[788]	SOFTWARE[788]
31-50	6440-6454	EuropeanOption	*[788]	SOFTWARE[788]
31-51	6454-6455	`	*[788]	SOFTWARE[788]
31-52	6455-6456	\]	*[788]	SOFTWARE[788]
31-53	6456-6457	(	*[788]	SOFTWARE[788]
31-54	6457-6462	https	*[788]	SOFTWARE[788]
31-55	6462-6463	:	*[788]	SOFTWARE[788]
31-56	6463-6464	/	*[788]	SOFTWARE[788]
31-57	6464-6465	/	*[788]	SOFTWARE[788]
31-58	6465-6489	pfnet-research.github.io	*[788]	SOFTWARE[788]
31-59	6489-6490	/	*[788]	SOFTWARE[788]
31-60	6490-6497	pfhedge	*[788]	SOFTWARE[788]
31-61	6497-6498	/	*[788]	SOFTWARE[788]
31-62	6498-6507	generated	*[788]	SOFTWARE[788]
31-63	6507-6508	/	*[788]	SOFTWARE[788]
31-64	6508-6547	pfhedge.instruments.EuropeanOption.html	*[788]	SOFTWARE[788]
31-64	6508-6515	pfhedge	*[788]	SOFTWARE[788]
31-65	6547-6548	)	*[788]	SOFTWARE[788]
31-66	6549-6554	which	*[788]	SOFTWARE[788]
31-67	6555-6557	is	*[788]	SOFTWARE[788]
31-68	6558-6568	contingent	*[788]	SOFTWARE[788]
31-69	6569-6571	on	*[788]	SOFTWARE[788]
31-70	6572-6574	it	*[788]	SOFTWARE[788]
31-71	6574-6575	.	*[788]	SOFTWARE[788]

#Text=We assume that the stock has a transaction cost of 1 basis point.
32-1	6576-6578	We	*[788]	SOFTWARE[788]
32-2	6579-6585	assume	*[788]	SOFTWARE[788]
32-3	6586-6590	that	*[788]	SOFTWARE[788]
32-4	6591-6594	the	*[788]	SOFTWARE[788]
32-5	6595-6600	stock	*[788]	SOFTWARE[788]
32-6	6601-6604	has	*[788]	SOFTWARE[788]
32-7	6605-6606	a	*[788]	SOFTWARE[788]
32-8	6607-6618	transaction	*[788]	SOFTWARE[788]
32-9	6619-6623	cost	*[788]	SOFTWARE[788]
32-10	6624-6626	of	*[788]	SOFTWARE[788]
32-11	6627-6628	1	*[788]	SOFTWARE[788]
32-12	6629-6634	basis	*[788]	SOFTWARE[788]
32-13	6635-6640	point	*[788]	SOFTWARE[788]
32-14	6640-6641	.	*[788]	SOFTWARE[788]

#Text=```py from pfhedge.instruments import BrownianStock from pfhedge.instruments import EuropeanOption  stock = BrownianStock(cost=1e-4) derivative = EuropeanOption(stock)  derivative # EuropeanOption( #   strike=1., maturity=0.0800 #   (underlier): BrownianStock(sigma=0.2000, cost=1.0000e-04, dt=0.0040) # ) ```  ### Create Your Hedger  A \[`Hedger`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.nn.Hedger.html) in Deep Hedging is basically characterized by three elements:  \* \*\*Inputs\*\*: A hedger uses any market information as input features
33-1	6643-6644	`	*[788]	SOFTWARE[788]
33-2	6644-6645	`	*[788]	SOFTWARE[788]
33-3	6645-6646	`	*[788]	SOFTWARE[788]
33-4	6646-6648	py	*[788]	SOFTWARE[788]
33-5	6649-6653	from	*[788]	SOFTWARE[788]
33-6	6654-6673	pfhedge.instruments	*[788]	SOFTWARE[788]
33-6	6654-6661	pfhedge	*[788]	SOFTWARE[788]
33-7	6674-6680	import	*[788]	SOFTWARE[788]
33-8	6681-6694	BrownianStock	*[788]	SOFTWARE[788]
33-9	6695-6699	from	*[788]	SOFTWARE[788]
33-10	6700-6719	pfhedge.instruments	*[788]	SOFTWARE[788]
33-10	6700-6707	pfhedge	*[788]	SOFTWARE[788]
33-11	6720-6726	import	*[788]	SOFTWARE[788]
33-12	6727-6741	EuropeanOption	*[788]	SOFTWARE[788]
33-13	6743-6748	stock	*[788]	SOFTWARE[788]
33-14	6749-6750	=	*[788]	SOFTWARE[788]
33-15	6751-6764	BrownianStock	*[788]	SOFTWARE[788]
33-16	6764-6765	(	*[788]	SOFTWARE[788]
33-17	6765-6769	cost	*[788]	SOFTWARE[788]
33-18	6769-6770	=	*[788]	SOFTWARE[788]
33-19	6770-6772	1e	*[788]	SOFTWARE[788]
33-20	6772-6773	-	*[788]	SOFTWARE[788]
33-21	6773-6774	4	*[788]	SOFTWARE[788]
33-22	6774-6775	)	*[788]	SOFTWARE[788]
33-23	6776-6786	derivative	*[788]	SOFTWARE[788]
33-24	6787-6788	=	*[788]	SOFTWARE[788]
33-25	6789-6803	EuropeanOption	*[788]	SOFTWARE[788]
33-26	6803-6804	(	*[788]	SOFTWARE[788]
33-27	6804-6809	stock	*[788]	SOFTWARE[788]
33-28	6809-6810	)	*[788]	SOFTWARE[788]
33-29	6812-6822	derivative	*[788]	SOFTWARE[788]
33-30	6823-6824	#	*[788]	SOFTWARE[788]
33-31	6825-6839	EuropeanOption	*[788]	SOFTWARE[788]
33-32	6839-6840	(	*[788]	SOFTWARE[788]
33-33	6841-6842	#	*[788]	SOFTWARE[788]
33-34	6845-6851	strike	*[788]	SOFTWARE[788]
33-35	6851-6852	=	*[788]	SOFTWARE[788]
33-36	6852-6853	1	*[788]	SOFTWARE[788]
33-37	6853-6854	.	*[788]	SOFTWARE[788]
33-38	6854-6855	,	*[788]	SOFTWARE[788]
33-39	6856-6864	maturity	*[788]	SOFTWARE[788]
33-40	6864-6865	=	*[788]	SOFTWARE[788]
33-41	6865-6871	0.0800	*[788]	SOFTWARE[788]
33-42	6872-6873	#	*[788]	SOFTWARE[788]
33-43	6876-6877	(	*[788]	SOFTWARE[788]
33-44	6877-6886	underlier	*[788]	SOFTWARE[788]
33-45	6886-6887	)	*[788]	SOFTWARE[788]
33-46	6887-6888	:	*[788]	SOFTWARE[788]
33-47	6889-6902	BrownianStock	*[788]	SOFTWARE[788]
33-48	6902-6903	(	*[788]	SOFTWARE[788]
33-49	6903-6908	sigma	*[788]	SOFTWARE[788]
33-50	6908-6909	=	*[788]	SOFTWARE[788]
33-51	6909-6915	0.2000	*[788]	SOFTWARE[788]
33-52	6915-6916	,	*[788]	SOFTWARE[788]
33-53	6917-6921	cost	*[788]	SOFTWARE[788]
33-54	6921-6922	=	*[788]	SOFTWARE[788]
33-55	6922-6929	1.0000e	*[788]	SOFTWARE[788]
33-56	6929-6930	-	*[788]	SOFTWARE[788]
33-57	6930-6932	04	*[788]	SOFTWARE[788]
33-58	6932-6933	,	*[788]	SOFTWARE[788]
33-59	6934-6936	dt	*[788]	SOFTWARE[788]
33-60	6936-6937	=	*[788]	SOFTWARE[788]
33-61	6937-6943	0.0040	*[788]	SOFTWARE[788]
33-62	6943-6944	)	*[788]	SOFTWARE[788]
33-63	6945-6946	#	*[788]	SOFTWARE[788]
33-64	6947-6948	)	*[788]	SOFTWARE[788]
33-65	6949-6950	`	*[788]	SOFTWARE[788]
33-66	6950-6951	`	*[788]	SOFTWARE[788]
33-67	6951-6952	`	*[788]	SOFTWARE[788]
33-68	6954-6955	#	*[788]	SOFTWARE[788]
33-69	6955-6956	#	*[788]	SOFTWARE[788]
33-70	6956-6957	#	*[788]	SOFTWARE[788]
33-71	6958-6964	Create	*[788]	SOFTWARE[788]
33-72	6965-6969	Your	*[788]	SOFTWARE[788]
33-73	6970-6976	Hedger	*[788]	SOFTWARE[788]
33-74	6978-6979	A	*[788]	SOFTWARE[788]
33-75	6980-6981	\[	*[788]	SOFTWARE[788]
33-76	6981-6982	`	*[788]	SOFTWARE[788]
33-77	6982-6988	Hedger	*[788]	SOFTWARE[788]
33-78	6988-6989	`	*[788]	SOFTWARE[788]
33-79	6989-6990	\]	*[788]	SOFTWARE[788]
33-80	6990-6991	(	*[788]	SOFTWARE[788]
33-81	6991-6996	https	*[788]	SOFTWARE[788]
33-82	6996-6997	:	*[788]	SOFTWARE[788]
33-83	6997-6998	/	*[788]	SOFTWARE[788]
33-84	6998-6999	/	*[788]	SOFTWARE[788]
33-85	6999-7023	pfnet-research.github.io	*[788]	SOFTWARE[788]
33-86	7023-7024	/	*[788]	SOFTWARE[788]
33-87	7024-7031	pfhedge	*[788]	SOFTWARE[788]
33-88	7031-7032	/	*[788]	SOFTWARE[788]
33-89	7032-7041	generated	*[788]	SOFTWARE[788]
33-90	7041-7042	/	*[788]	SOFTWARE[788]
33-91	7042-7064	pfhedge.nn.Hedger.html	*[788]	SOFTWARE[788]
33-91	7042-7049	pfhedge	*[788]	SOFTWARE[788]
33-92	7064-7065	)	*[788]	SOFTWARE[788]
33-93	7066-7068	in	*[788]	SOFTWARE[788]
33-94	7069-7073	Deep	*[788]	SOFTWARE[788]
33-95	7074-7081	Hedging	*[788]	SOFTWARE[788]
33-96	7082-7084	is	*[788]	SOFTWARE[788]
33-97	7085-7094	basically	*[788]	SOFTWARE[788]
33-98	7095-7108	characterized	*[788]	SOFTWARE[788]
33-99	7109-7111	by	*[788]	SOFTWARE[788]
33-100	7112-7117	three	*[788]	SOFTWARE[788]
33-101	7118-7126	elements	*[788]	SOFTWARE[788]
33-102	7126-7127	:	*[788]	SOFTWARE[788]
33-103	7129-7130	\*	*[788]	SOFTWARE[788]
33-104	7131-7132	\*	*[788]	SOFTWARE[788]
33-105	7132-7133	\*	*[788]	SOFTWARE[788]
33-106	7133-7139	Inputs	*[788]	SOFTWARE[788]
33-107	7139-7140	\*	*[788]	SOFTWARE[788]
33-108	7140-7141	\*	*[788]	SOFTWARE[788]
33-109	7141-7142	:	*[788]	SOFTWARE[788]
33-110	7143-7144	A	*[788]	SOFTWARE[788]
33-111	7145-7151	hedger	*[788]	SOFTWARE[788]
33-112	7152-7156	uses	*[788]	SOFTWARE[788]
33-113	7157-7160	any	*[788]	SOFTWARE[788]
33-114	7161-7167	market	*[788]	SOFTWARE[788]
33-115	7168-7179	information	*[788]	SOFTWARE[788]
33-116	7180-7182	as	*[788]	SOFTWARE[788]
33-117	7183-7188	input	*[788]	SOFTWARE[788]
33-118	7189-7197	features	*[788]	SOFTWARE[788]

#Text=.
34-1	7197-7198	.	*[788]	SOFTWARE[788]

#Text=- `'log\_moneyness'`: \[Log-moneyness\](https://en.wikipedia.org/wiki/Moneyness) of the stock
35-1	7203-7204	-	*[788]	SOFTWARE[788]
35-2	7205-7206	`	*[788]	SOFTWARE[788]
35-3	7206-7207	'	*[788]	SOFTWARE[788]
35-4	7207-7220	log\_moneyness	*[788]	SOFTWARE[788]
35-5	7220-7221	'	*[788]	SOFTWARE[788]
35-6	7221-7222	`	*[788]	SOFTWARE[788]
35-7	7222-7223	:	*[788]	SOFTWARE[788]
35-8	7224-7225	\[	*[788]	SOFTWARE[788]
35-9	7225-7238	Log-moneyness	*[788]	SOFTWARE[788]
35-10	7238-7239	\]	*[788]	SOFTWARE[788]
35-11	7239-7240	(	*[788]	SOFTWARE[788]
35-12	7240-7245	https	*[788]	SOFTWARE[788]
35-13	7245-7246	:	*[788]	SOFTWARE[788]
35-14	7246-7247	/	*[788]	SOFTWARE[788]
35-15	7247-7248	/	*[788]	SOFTWARE[788]
35-16	7248-7264	en.wikipedia.org	*[788]	SOFTWARE[788]
35-17	7264-7265	/	*[788]	SOFTWARE[788]
35-18	7265-7269	wiki	*[788]	SOFTWARE[788]
35-19	7269-7270	/	*[788]	SOFTWARE[788]
35-20	7270-7279	Moneyness	*[788]	SOFTWARE[788]
35-21	7279-7280	)	*[788]	SOFTWARE[788]
35-22	7281-7283	of	*[788]	SOFTWARE[788]
35-23	7284-7287	the	*[788]	SOFTWARE[788]
35-24	7288-7293	stock	*[788]	SOFTWARE[788]

#Text=.
36-1	7293-7294	.	*[788]	SOFTWARE[788]

#Text=- `'expiry\_time'`: Remaining time to the \[maturity\](https://en.wikipedia.org/wiki/Maturity\_(finance)) of the option
37-1	7299-7300	-	*[788]	SOFTWARE[788]
37-2	7301-7302	`	*[788]	SOFTWARE[788]
37-3	7302-7303	'	*[788]	SOFTWARE[788]
37-4	7303-7314	expiry\_time	*[788]	SOFTWARE[788]
37-5	7314-7315	'	*[788]	SOFTWARE[788]
37-6	7315-7316	`	*[788]	SOFTWARE[788]
37-7	7316-7317	:	*[788]	SOFTWARE[788]
37-8	7318-7327	Remaining	*[788]	SOFTWARE[788]
37-9	7328-7332	time	*[788]	SOFTWARE[788]
37-10	7333-7335	to	*[788]	SOFTWARE[788]
37-11	7336-7339	the	*[788]	SOFTWARE[788]
37-12	7340-7341	\[	*[788]	SOFTWARE[788]
37-13	7341-7349	maturity	*[788]	SOFTWARE[788]
37-14	7349-7350	\]	*[788]	SOFTWARE[788]
37-15	7350-7351	(	*[788]	SOFTWARE[788]
37-16	7351-7356	https	*[788]	SOFTWARE[788]
37-17	7356-7357	:	*[788]	SOFTWARE[788]
37-18	7357-7358	/	*[788]	SOFTWARE[788]
37-19	7358-7359	/	*[788]	SOFTWARE[788]
37-20	7359-7375	en.wikipedia.org	*[788]	SOFTWARE[788]
37-21	7375-7376	/	*[788]	SOFTWARE[788]
37-22	7376-7380	wiki	*[788]	SOFTWARE[788]
37-23	7380-7381	/	*[788]	SOFTWARE[788]
37-24	7381-7389	Maturity	*[788]	SOFTWARE[788]
37-25	7389-7390	\_	*[788]	SOFTWARE[788]
37-26	7390-7391	(	*[788]	SOFTWARE[788]
37-27	7391-7398	finance	*[788]	SOFTWARE[788]
37-28	7398-7399	)	*[788]	SOFTWARE[788]
37-29	7399-7400	)	*[788]	SOFTWARE[788]
37-30	7401-7403	of	*[788]	SOFTWARE[788]
37-31	7404-7407	the	*[788]	SOFTWARE[788]
37-32	7408-7414	option	*[788]	SOFTWARE[788]

#Text=.
38-1	7414-7415	.	*[788]	SOFTWARE[788]

#Text=- `'volatility'`: \[Volatility\](https://en.wikipedia.org/wiki/Volatility\_(finance)) of the stock
39-1	7420-7421	-	*[788]	SOFTWARE[788]
39-2	7422-7423	`	*[788]	SOFTWARE[788]
39-3	7423-7424	'	*[788]	SOFTWARE[788]
39-4	7424-7434	volatility	*[788]	SOFTWARE[788]
39-5	7434-7435	'	*[788]	SOFTWARE[788]
39-6	7435-7436	`	*[788]	SOFTWARE[788]
39-7	7436-7437	:	*[788]	SOFTWARE[788]
39-8	7438-7439	\[	*[788]	SOFTWARE[788]
39-9	7439-7449	Volatility	*[788]	SOFTWARE[788]
39-10	7449-7450	\]	*[788]	SOFTWARE[788]
39-11	7450-7451	(	*[788]	SOFTWARE[788]
39-12	7451-7456	https	*[788]	SOFTWARE[788]
39-13	7456-7457	:	*[788]	SOFTWARE[788]
39-14	7457-7458	/	*[788]	SOFTWARE[788]
39-15	7458-7459	/	*[788]	SOFTWARE[788]
39-16	7459-7475	en.wikipedia.org	*[788]	SOFTWARE[788]
39-17	7475-7476	/	*[788]	SOFTWARE[788]
39-18	7476-7480	wiki	*[788]	SOFTWARE[788]
39-19	7480-7481	/	*[788]	SOFTWARE[788]
39-20	7481-7491	Volatility	*[788]	SOFTWARE[788]
39-21	7491-7492	\_	*[788]	SOFTWARE[788]
39-22	7492-7493	(	*[788]	SOFTWARE[788]
39-23	7493-7500	finance	*[788]	SOFTWARE[788]
39-24	7500-7501	)	*[788]	SOFTWARE[788]
39-25	7501-7502	)	*[788]	SOFTWARE[788]
39-26	7503-7505	of	*[788]	SOFTWARE[788]
39-27	7506-7509	the	*[788]	SOFTWARE[788]
39-28	7510-7515	stock	*[788]	SOFTWARE[788]

#Text=.
40-1	7515-7516	.	*[788]	SOFTWARE[788]

#Text=- `'prev\_hedge'`: The hedge ratio at the previous time step. \* \*\*Model\*\*: A hedger's model computes the hedge ratio at the next time step from input features
41-1	7521-7522	-	*[788]	SOFTWARE[788]
41-2	7523-7524	`	*[788]	SOFTWARE[788]
41-3	7524-7525	'	*[788]	SOFTWARE[788]
41-4	7525-7535	prev\_hedge	*[788]	SOFTWARE[788]
41-5	7535-7536	'	*[788]	SOFTWARE[788]
41-6	7536-7537	`	*[788]	SOFTWARE[788]
41-7	7537-7538	:	*[788]	SOFTWARE[788]
41-8	7539-7542	The	*[788]	SOFTWARE[788]
41-9	7543-7548	hedge	*[788]	SOFTWARE[788]
41-10	7549-7554	ratio	*[788]	SOFTWARE[788]
41-11	7555-7557	at	*[788]	SOFTWARE[788]
41-12	7558-7561	the	*[788]	SOFTWARE[788]
41-13	7562-7570	previous	*[788]	SOFTWARE[788]
41-14	7571-7575	time	*[788]	SOFTWARE[788]
41-15	7576-7580	step	*[788]	SOFTWARE[788]
41-16	7580-7581	.	*[788]	SOFTWARE[788]
41-17	7582-7583	\*	*[788]	SOFTWARE[788]
41-18	7584-7585	\*	*[788]	SOFTWARE[788]
41-19	7585-7586	\*	*[788]	SOFTWARE[788]
41-20	7586-7591	Model	*[788]	SOFTWARE[788]
41-21	7591-7592	\*	*[788]	SOFTWARE[788]
41-22	7592-7593	\*	*[788]	SOFTWARE[788]
41-23	7593-7594	:	*[788]	SOFTWARE[788]
41-24	7595-7596	A	*[788]	SOFTWARE[788]
41-25	7597-7605	hedger's	*[788]	SOFTWARE[788]
41-26	7606-7611	model	*[788]	SOFTWARE[788]
41-27	7612-7620	computes	*[788]	SOFTWARE[788]
41-28	7621-7624	the	*[788]	SOFTWARE[788]
41-29	7625-7630	hedge	*[788]	SOFTWARE[788]
41-30	7631-7636	ratio	*[788]	SOFTWARE[788]
41-31	7637-7639	at	*[788]	SOFTWARE[788]
41-32	7640-7643	the	*[788]	SOFTWARE[788]
41-33	7644-7648	next	*[788]	SOFTWARE[788]
41-34	7649-7653	time	*[788]	SOFTWARE[788]
41-35	7654-7658	step	*[788]	SOFTWARE[788]
41-36	7659-7663	from	*[788]	SOFTWARE[788]
41-37	7664-7669	input	*[788]	SOFTWARE[788]
41-38	7670-7678	features	*[788]	SOFTWARE[788]

#Text=.
42-1	7678-7679	.	*[788]	SOFTWARE[788]

#Text=- \[`MultiLayerPerceptron`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.nn.MultiLayerPerceptron.html): \[Multi-layer perceptron\](https://en.wikipedia.org/wiki/Multilayer\_perceptron)
43-1	7684-7685	-	*[788]	SOFTWARE[788]
43-2	7686-7687	\[	*[788]	SOFTWARE[788]
43-3	7687-7688	`	*[788]	SOFTWARE[788]
43-4	7688-7708	MultiLayerPerceptron	*[788]	SOFTWARE[788]
43-5	7708-7709	`	*[788]	SOFTWARE[788]
43-6	7709-7710	\]	*[788]	SOFTWARE[788]
43-7	7710-7711	(	*[788]	SOFTWARE[788]
43-8	7711-7716	https	*[788]	SOFTWARE[788]
43-9	7716-7717	:	*[788]	SOFTWARE[788]
43-10	7717-7718	/	*[788]	SOFTWARE[788]
43-11	7718-7719	/	*[788]	SOFTWARE[788]
43-12	7719-7743	pfnet-research.github.io	*[788]	SOFTWARE[788]
43-13	7743-7744	/	*[788]	SOFTWARE[788]
43-14	7744-7751	pfhedge	*[788]	SOFTWARE[788]
43-15	7751-7752	/	*[788]	SOFTWARE[788]
43-16	7752-7761	generated	*[788]	SOFTWARE[788]
43-17	7761-7762	/	*[788]	SOFTWARE[788]
43-18	7762-7798	pfhedge.nn.MultiLayerPerceptron.html	*[788]	SOFTWARE[788]
43-18	7762-7769	pfhedge	*[788]	SOFTWARE[788]
43-19	7798-7799	)	*[788]	SOFTWARE[788]
43-20	7799-7800	:	*[788]	SOFTWARE[788]
43-21	7801-7802	\[	*[788]	SOFTWARE[788]
43-22	7802-7813	Multi-layer	*[788]	SOFTWARE[788]
43-23	7814-7824	perceptron	*[788]	SOFTWARE[788]
43-24	7824-7825	\]	*[788]	SOFTWARE[788]
43-25	7825-7826	(	*[788]	SOFTWARE[788]
43-26	7826-7831	https	*[788]	SOFTWARE[788]
43-27	7831-7832	:	*[788]	SOFTWARE[788]
43-28	7832-7833	/	*[788]	SOFTWARE[788]
43-29	7833-7834	/	*[788]	SOFTWARE[788]
43-30	7834-7850	en.wikipedia.org	*[788]	SOFTWARE[788]
43-31	7850-7851	/	*[788]	SOFTWARE[788]
43-32	7851-7855	wiki	*[788]	SOFTWARE[788]
43-33	7855-7856	/	*[788]	SOFTWARE[788]
43-34	7856-7877	Multilayer\_perceptron	*[788]	SOFTWARE[788]
43-35	7877-7878	)	*[788]	SOFTWARE[788]

#Text=.
44-1	7878-7879	.	*[788]	SOFTWARE[788]

#Text=- \[`BlackScholes`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.nn.BlackScholes.html): \[Black-Scholes\](https://en.wikipedia.org/wiki/Delta\_neutral)' delta-hedging strategy
45-1	7884-7885	-	*[788]	SOFTWARE[788]
45-2	7886-7887	\[	*[788]	SOFTWARE[788]
45-3	7887-7888	`	*[788]	SOFTWARE[788]
45-4	7888-7900	BlackScholes	*[788]	SOFTWARE[788]
45-5	7900-7901	`	*[788]	SOFTWARE[788]
45-6	7901-7902	\]	*[788]	SOFTWARE[788]
45-7	7902-7903	(	*[788]	SOFTWARE[788]
45-8	7903-7908	https	*[788]	SOFTWARE[788]
45-9	7908-7909	:	*[788]	SOFTWARE[788]
45-10	7909-7910	/	*[788]	SOFTWARE[788]
45-11	7910-7911	/	*[788]	SOFTWARE[788]
45-12	7911-7935	pfnet-research.github.io	*[788]	SOFTWARE[788]
45-13	7935-7936	/	*[788]	SOFTWARE[788]
45-14	7936-7943	pfhedge	*[788]	SOFTWARE[788]
45-15	7943-7944	/	*[788]	SOFTWARE[788]
45-16	7944-7953	generated	*[788]	SOFTWARE[788]
45-17	7953-7954	/	*[788]	SOFTWARE[788]
45-18	7954-7982	pfhedge.nn.BlackScholes.html	*[788]	SOFTWARE[788]
45-18	7954-7961	pfhedge	*[788]	SOFTWARE[788]
45-19	7982-7983	)	*[788]	SOFTWARE[788]
45-20	7983-7984	:	*[788]	SOFTWARE[788]
45-21	7985-7986	\[	*[788]	SOFTWARE[788]
45-22	7986-7999	Black-Scholes	*[788]	SOFTWARE[788]
45-23	7999-8000	\]	*[788]	SOFTWARE[788]
45-24	8000-8001	(	*[788]	SOFTWARE[788]
45-25	8001-8006	https	*[788]	SOFTWARE[788]
45-26	8006-8007	:	*[788]	SOFTWARE[788]
45-27	8007-8008	/	*[788]	SOFTWARE[788]
45-28	8008-8009	/	*[788]	SOFTWARE[788]
45-29	8009-8025	en.wikipedia.org	*[788]	SOFTWARE[788]
45-30	8025-8026	/	*[788]	SOFTWARE[788]
45-31	8026-8030	wiki	*[788]	SOFTWARE[788]
45-32	8030-8031	/	*[788]	SOFTWARE[788]
45-33	8031-8044	Delta\_neutral	*[788]	SOFTWARE[788]
45-34	8044-8045	)	*[788]	SOFTWARE[788]
45-35	8045-8046	'	*[788]	SOFTWARE[788]
45-36	8047-8060	delta-hedging	*[788]	SOFTWARE[788]
45-37	8061-8069	strategy	*[788]	SOFTWARE[788]

#Text=.
